【 文献号 】1-60【原文出处】毛泽东思想研究【原刊地名】成都【原刊期号】199601【原刊页号】43-45,50【分 类 号】K1【分 类 名】历史学【 作  者 】王子今【复印期号】199606【 标  题 】毛泽东的历史观对中国史学研究的影响【 正  文 】    历史学对于马克思主义理论体系的构成有十分重要的意义。
0	 ATT	 38	 ﻿	 v
16	 ADV	 17	 往往	 d
17	 VOB	 7	 是	 v
18	 VOB	 17	 当作	 v
19	 VOB	 18	 历史	 n
20	 ADV	 21	 来	 v
21	 COO	 18	 读	 v
22	 RAD	 18	 的	 u
23	 WP	 7	 。	 wp

他还曾多次表露出亲自从事具体历史研究的意愿。
0	 SBV	 5	 他	 r
1	 ADV	 2	 还	 d
2	 ADV	 5	 曾	 d
3	 ADV	 5	 多次	 m
4	 SBV	 5	 表	 n
5	 HED	 -1	 露出	 v
6	 ADV	 7	 亲自	 d
7	 ATT	 12	 从事	 v
8	 ATT	 9	 具体	 a
9	 SBV	 10	 历史	 n
10	 VOB	 7	 研究	 v
11	 RAD	 7	 的	 u
12	 VOB	 5	 意愿	 n
13	 WP	 5	 。	 wp

1939 年1月17日，他在致陕北公学教授、历史学家何干之的信中写道，“我们同志中有研究中国史的兴趣及决心的还不多”，“盼望你切实地做去。
0	 ATT	 1	 1939年	 nt
1	 ATT	 2	 1月	 nt
2	 ADV	 16	 17日	 nt
3	 WP	 2	 ，	 wp
4	 SBV	 16	 他	 r
5	 ADV	 16	 在	 p
6	 ATT	 14	 致	 v
7	 ATT	 8	 陕北	 ns
8	 ATT	 9	 公学	 n
9	 VOB	 6	 教授	 n
10	 WP	 12	 、	 wp
11	 ATT	 12	 历史学家	 n
12	 COO	 9	 何干之	 nh
13	 RAD	 6	 的	 u
14	 ATT	 15	 信	 n
15	 POB	 5	 中	 nd
16	 SBV	 32	 写道	 v
17	 WP	 16	 ，	 wp
18	 WP	 22	 “	 wp
19	 ATT	 20	 我们	 r
20	 ATT	 21	 同志	 n
21	 ADV	 22	 中	 nd
22	 COO	 16	 有	 v
23	 ATT	 26	 研究	 v
24	 VOB	 23	 中国史	 n
25	 RAD	 23	 的	 u
26	 VOB	 22	 兴趣	 n
27	 LAD	 28	 及	 c
28	 COO	 26	 决心	 n
29	 RAD	 22	 的	 u
30	 ADV	 32	 还	 d
31	 ADV	 32	 不	 d
32	 HED	 -1	 多	 a
33	 WP	 32	 ”	 wp
34	 WP	 32	 ，	 wp
35	 WP	 36	 “	 wp
36	 COO	 32	 盼望	 v
37	 SBV	 40	 你	 r
38	 ADV	 40	 切实	 a
39	 RAD	 38	 地	 u
40	 VOB	 36	 做	 v
41	 CMP	 40	 去	 v
42	 WP	 32	 。	 wp

我则有志未逮，我想搜集中国战争史的材料，亦至今没有着手。
0	 SBV	 2	 我	 r
1	 ADV	 2	 则	 d
2	 HED	 -1	 有志未逮	 i
3	 WP	 2	 ，	 wp
4	 SBV	 5	 我	 r
5	 COO	 2	 想	 v
6	 VOB	 5	 搜集	 v
7	 ATT	 8	 中国	 ns
8	 ATT	 10	 战争史	 n
9	 RAD	 8	 的	 u
10	 VOB	 6	 材料	 n
11	 WP	 5	 ，	 wp
12	 ADV	 15	 亦	 d
13	 ADV	 15	 至今	 d
14	 ADV	 15	 没有	 d
15	 COO	 5	 着手	 v
16	 WP	 2	 。	 wp

”他还谈到自己“将来拟研究近代史”的设想。
0	 ADV	 3	 ”	 wp
1	 SBV	 3	 他	 r
2	 ADV	 3	 还	 d
3	 HED	 -1	 谈	 v
4	 CMP	 3	 到	 v
5	 VOB	 4	 自己	 r
6	 WP	 8	 “	 wp
7	 ADV	 8	 将来	 nt
8	 ADV	 13	 拟	 v
9	 COO	 8	 研究	 v
10	 VOB	 9	 近代史	 n
11	 WP	 8	 ”	 wp
12	 RAD	 8	 的	 u
13	 VOB	 3	 设想	 v
14	 WP	 3	 。	 wp

〔8〕毛泽东长期以来， 是热切期望得到“读书钻研机会”，并且在史学研究领域取得一定“成就”的。
0	 WP	 4	 〔	 wp
1	 ATT	 2	 8	 m
2	 ATT	 4	 〕	 q
3	 SBV	 4	 毛泽东	 nh
4	 SBV	 6	 长期以来	 i
5	 WP	 4	 ，	 wp
6	 HED	 -1	 是	 v
7	 ADV	 8	 热切	 a
8	 VOB	 6	 期望	 v
9	 VOB	 8	 得到	 v
10	 WP	 13	 “	 wp
11	 ATT	 13	 读书	 v
12	 COO	 11	 钻研	 v
13	 VOB	 9	 机会	 n
14	 WP	 13	 ”	 wp
15	 WP	 8	 ，	 wp
16	 ADV	 21	 并且	 c
17	 ADV	 21	 在	 p
18	 ATT	 19	 史学	 n
19	 ATT	 20	 研究	 v
20	 POB	 17	 领域	 n
21	 COO	 8	 取得	 v
22	 ATT	 24	 一定	 b
23	 WP	 24	 “	 wp
24	 VOB	 21	 成就	 n
25	 WP	 24	 ”	 wp
26	 RAD	 21	 的	 u
27	 WP	 8	 。	 wp

1959年5月，他还谈到， 要写一部自辛亥革命到蒋介石登台的大事记。
0	 ATT	 1	 1959年	 nt
1	 ADV	 5	 5月	 nt
2	 WP	 1	 ，	 wp
3	 SBV	 5	 他	 r
4	 ADV	 5	 还	 d
5	 HED	 -1	 谈	 v
6	 CMP	 5	 到	 v
7	 WP	 5	 ，	 wp
8	 ADV	 9	 要	 v
9	 COO	 5	 写	 v
10	 ATT	 11	 一	 m
11	 ATT	 18	 部	 q
12	 ADV	 14	 自	 p
13	 POB	 12	 辛亥革命	 nz
14	 ADV	 16	 到	 v
15	 POB	 14	 蒋介石	 nh
16	 ATT	 18	 登台	 v
17	 RAD	 16	 的	 u
18	 VOB	 9	 大事记	 n
19	 WP	 5	 。	 wp

蒋介石集团本身的变化可以不写，但是蒋介石登台后的军阀战争要写进去。
0	 ATT	 1	 蒋介石	 nh
1	 ATT	 2	 集团	 n
2	 ATT	 4	 本身	 r
3	 RAD	 2	 的	 u
4	 SBV	 7	 变化	 v
5	 ADV	 7	 可以	 v
6	 ADV	 7	 不	 d
7	 HED	 -1	 写	 v
8	 WP	 7	 ，	 wp
9	 ADV	 11	 但是	 c
10	 SBV	 11	 蒋介石	 nh
11	 ATT	 12	 登台	 v
12	 ATT	 15	 后	 nd
13	 RAD	 12	 的	 u
14	 ATT	 15	 军阀	 n
15	 SBV	 17	 战争	 n
16	 ADV	 17	 要	 v
17	 COO	 7	 写	 v
18	 CMP	 17	 进去	 v
19	 WP	 7	 。	 wp

孙中山当临时总统，蔡锷反袁世凯，蒋桂之战，蒋冯阎之战等等都要写进去。
0	 SBV	 1	 孙中山	 nh
1	 HED	 -1	 当	 v
2	 ATT	 3	 临时	 b
3	 VOB	 1	 总统	 n
4	 WP	 1	 ，	 wp
5	 ATT	 10	 蔡锷反	 nh
6	 COO	 5	 袁世凯	 nh
7	 WP	 6	 ，	 wp
8	 COO	 5	 蒋桂	 nh
9	 RAD	 5	 之	 u
10	 COO	 1	 战	 n
11	 WP	 1	 ，	 wp
12	 ATT	 15	 蒋	 nh
13	 COO	 12	 冯阎	 nh
14	 RAD	 12	 之	 u
15	 FOB	 19	 战	 n
16	 RAD	 15	 等等	 u
17	 ADV	 18	 都	 d
18	 ADV	 19	 要	 v
19	 COO	 1	 写	 v
20	 CMP	 19	 进去	 v
21	 WP	 1	 。	 wp

〔9〕看来毛泽东对于中国近代史的研究， 还曾经形成过比较具体的计划。
0	 WP	 9	 〔	 wp
1	 ATT	 2	 9	 m
2	 ATT	 9	 〕	 q
3	 ADV	 9	 看来	 v
4	 ATT	 9	 毛泽东	 nh
5	 ADV	 9	 对于	 p
6	 ATT	 7	 中国	 ns
7	 POB	 5	 近代史	 n
8	 RAD	 5	 的	 u
9	 HED	 -1	 研究	 v
10	 WP	 9	 ，	 wp
11	 ADV	 13	 还	 d
12	 ADV	 13	 曾经	 d
13	 COO	 9	 形成	 v
14	 RAD	 13	 过	 u
15	 ADV	 16	 比较	 d
16	 ATT	 18	 具体	 a
17	 RAD	 16	 的	 u
18	 VOB	 13	 计划	 n
19	 WP	 9	 。	 wp

    毛泽东以同样作为历史学者的身分对史学研究的关注，使得其见解往往相当深刻，有关意见和建议也往往中肯而切当。
0	 SBV	 12	 毛泽东	 nh
1	 ADV	 12	 以	 p
2	 ADV	 3	 同样	 d
3	 POB	 1	 作为	 v
4	 ATT	 5	 历史	 n
5	 ATT	 7	 学者	 n
6	 RAD	 5	 的	 u
7	 VOB	 3	 身分	 n
8	 ADV	 10	 对	 p
9	 POB	 8	 史学	 n
10	 COO	 3	 研究	 v
11	 RAD	 10	 的	 u
12	 HED	 -1	 关注	 v
13	 WP	 12	 ，	 wp
14	 COO	 12	 使得	 v
15	 ATT	 16	 其	 r
16	 DBL	 14	 见解	 n
17	 ADV	 19	 往往	 d
18	 ADV	 19	 相当	 d
19	 VOB	 14	 深刻	 a
20	 WP	 14	 ，	 wp
21	 ATT	 22	 有关	 v
22	 SBV	 27	 意见	 n
23	 LAD	 24	 和	 c
24	 COO	 22	 建议	 n
25	 ADV	 27	 也	 d
26	 ADV	 27	 往往	 d
27	 ADV	 29	 中肯	 a
28	 ADV	 29	 而	 c
29	 COO	 14	 切当	 v
30	 WP	 12	 。	 wp

    1940年9月， 毛泽东在读了范文澜关于中国哲学简史的讲授提纲之后致信这位历史学家。
0	 ATT	 1	 1940年	 nt
1	 ADV	 16	 9月	 nt
2	 WP	 1	 ，	 wp
3	 SBV	 16	 毛泽东	 nh
4	 ADV	 16	 在	 p
5	 ATT	 15	 读	 v
6	 RAD	 5	 了	 u
7	 ATT	 14	 范文澜	 nh
8	 ATT	 14	 关于	 p
9	 ATT	 10	 中国	 ns
10	 ATT	 11	 哲学	 n
11	 POB	 8	 简史	 n
12	 RAD	 8	 的	 u
13	 ATT	 14	 讲授	 v
14	 VOB	 5	 提纲	 n
15	 POB	 4	 之后	 nd
16	 HED	 -1	 致信	 v
17	 ATT	 18	 这	 r
18	 ATT	 19	 位	 q
19	 VOB	 16	 历史学家	 n
20	 WP	 16	 。	 wp

“提纲读了，十分高兴，倘能写出来，必有大益，因为用马克思主义清算经学这是头一次，因为目前大地主大资产阶级的复古反动十分猖獗，目前思想斗争的第一任务就是反对这种反动。
0	 WP	 2	 “	 wp
1	 ADV	 2	 提纲	 n
2	 HED	 -1	 读	 v
3	 RAD	 2	 了	 u
4	 WP	 2	 ，	 wp
5	 ADV	 6	 十分	 m
6	 COO	 2	 高兴	 a
7	 WP	 6	 ，	 wp
8	 ADV	 10	 倘	 c
9	 ADV	 10	 能	 v
10	 COO	 6	 写	 v
11	 CMP	 10	 出来	 v
12	 WP	 10	 ，	 wp
13	 ADV	 14	 必	 d
14	 COO	 10	 有	 v
15	 VOB	 14	 大益	 n
16	 WP	 10	 ，	 wp
17	 ADV	 23	 因为	 c
18	 ADV	 20	 用	 p
19	 POB	 18	 马克思主义	 n
20	 SBV	 23	 清算	 v
21	 VOB	 20	 经学	 n
22	 SBV	 23	 这	 r
23	 COO	 10	 是	 v
24	 ATT	 25	 头	 m
25	 ATT	 26	 一	 m
26	 VOB	 23	 次	 q
27	 WP	 6	 ，	 wp
28	 ADV	 34	 因为	 c
29	 ADV	 34	 目前	 nt
30	 ATT	 32	 大地主	 n
31	 ATT	 32	 大	 a
32	 ADV	 34	 资产阶级	 n
33	 RAD	 32	 的	 u
34	 COO	 6	 复古	 v
35	 CMP	 34	 反动	 a
36	 ADV	 37	 十分	 m
37	 COO	 35	 猖獗	 a
38	 WP	 6	 ，	 wp
39	 ADV	 46	 目前	 nt
40	 SBV	 41	 思想	 n
41	 ATT	 44	 斗争	 v
42	 RAD	 41	 的	 u
43	 ATT	 44	 第一	 m
44	 SBV	 46	 任务	 n
45	 ADV	 46	 就	 d
46	 COO	 6	 是	 v
47	 VOB	 46	 反对	 v
48	 ATT	 49	 这种	 r
49	 VOB	 47	 反动	 a
50	 WP	 2	 。	 wp

你的历史学工作继续下去，对这一斗争必有大的影响。
0	 ATT	 2	 你	 r
1	 RAD	 0	 的	 u
2	 SBV	 4	 历史学	 n
3	 SBV	 4	 工作	 v
4	 HED	 -1	 继续	 v
5	 CMP	 4	 下去	 v
6	 WP	 4	 ，	 wp
7	 ADV	 12	 对	 p
8	 ATT	 9	 这	 r
9	 ATT	 10	 一	 m
10	 POB	 7	 斗争	 v
11	 ADV	 12	 必	 d
12	 COO	 4	 有	 v
13	 ATT	 15	 大	 a
14	 RAD	 13	 的	 u
15	 VOB	 12	 影响	 v
16	 WP	 4	 。	 wp

第三次讲演因病没有听到，不知对康梁章胡的错误一面有所批判否？不知涉及廖平吴虞叶德辉等人否？越对这些近人有所批判，越能在学术界发生影响。
0	 ATT	 1	 第三	 m
1	 ADV	 2	 次	 q
2	 ADV	 6	 讲演	 v
3	 ADV	 6	 因	 p
4	 POB	 3	 病	 n
5	 ADV	 6	 没有	 d
6	 HED	 -1	 听到	 v
7	 WP	 6	 ，	 wp
8	 COO	 6	 不知	 v
9	 ADV	 16	 对	 p
10	 ATT	 12	 康梁章胡	 nh
11	 RAD	 10	 的	 u
12	 POB	 9	 错误	 n
13	 ATT	 14	 一	 m
14	 ATT	 16	 面	 q
15	 ADV	 16	 有所	 v
16	 VOB	 8	 批判	 v
17	 CMP	 16	 否	 u
18	 WP	 6	 ？	 wp

第三次讲演因病没有听到，不知对康梁章胡的错误一面有所批判否？不知涉及廖平吴虞叶德辉等人否？越对这些近人有所批判，越能在学术界发生影响。
0	 HED	 -1	 不知	 v
1	 VOB	 0	 涉及	 v
2	 ATT	 6	 廖平	 nh
3	 COO	 2	 吴虞	 nh
4	 COO	 2	 叶德辉	 nh
5	 RAD	 2	 等	 u
6	 VOB	 1	 人	 n
7	 RAD	 1	 否	 u
8	 WP	 0	 ？	 wp

第三次讲演因病没有听到，不知对康梁章胡的错误一面有所批判否？不知涉及廖平吴虞叶德辉等人否？越对这些近人有所批判，越能在学术界发生影响。
0	 ADV	 6	 越	 d
1	 ADV	 6	 对	 p
2	 ATT	 4	 这些	 r
3	 ATT	 4	 近	 a
4	 POB	 1	 人	 n
5	 ADV	 6	 有所	 v
6	 HED	 -1	 批判	 v
7	 WP	 6	 ，	 wp
8	 ADV	 9	 越	 d
9	 ADV	 12	 能	 v
10	 ADV	 12	 在	 p
11	 POB	 10	 学术界	 n
12	 COO	 6	 发生	 v
13	 VOB	 12	 影响	 v
14	 WP	 6	 。	 wp

〔10〕毛泽东提出了用马克思主义“清算”旧学的任务，认为对康有为、梁启超、章炳麟、胡适以及廖平、吴虞、叶德辉等近代学术史上有影响的学者其“错误一面”，应当“有所批判”。
0	 WP	 4	 〔	 wp
1	 ATT	 2	 10	 m
2	 ADV	 4	 〕	 q
3	 SBV	 4	 毛泽东	 nh
4	 HED	 -1	 提出	 v
5	 RAD	 4	 了	 u
6	 ATT	 13	 用	 p
7	 POB	 6	 马克思主义	 n
8	 WP	 9	 “	 wp
9	 COO	 7	 清算	 v
10	 WP	 9	 ”	 wp
11	 COO	 7	 旧学	 n
12	 RAD	 7	 的	 u
13	 VOB	 4	 任务	 n
14	 WP	 4	 ，	 wp
15	 COO	 4	 认为	 v
16	 ADV	 34	 对	 p
17	 ATT	 32	 康有为	 nh
18	 WP	 19	 、	 wp
19	 COO	 17	 梁启超	 nh
20	 WP	 21	 、	 wp
21	 COO	 17	 章炳麟	 nh
22	 WP	 23	 、	 wp
23	 COO	 17	 胡适	 nh
24	 LAD	 25	 以及	 c
25	 COO	 17	 廖平	 nh
26	 WP	 27	 、	 wp
27	 COO	 17	 吴虞	 nh
28	 WP	 29	 、	 wp
29	 COO	 17	 叶德辉	 nh
30	 RAD	 17	 等	 u
31	 ATT	 32	 近代	 nt
32	 ATT	 33	 学术史	 n
33	 POB	 16	 上	 nd
34	 VOB	 15	 有	 v
35	 ATT	 42	 影响	 v
36	 RAD	 35	 的	 u
37	 ATT	 42	 学者	 n
38	 ATT	 42	 其	 r
39	 WP	 42	 “	 wp
40	 ATT	 42	 错误	 n
41	 ATT	 42	 一	 m
42	 VOB	 34	 面	 n
43	 WP	 42	 ”	 wp
44	 WP	 34	 ，	 wp
45	 ADV	 48	 应当	 v
46	 WP	 47	 “	 wp
47	 ADV	 48	 有所	 v
48	 COO	 34	 批判	 v
49	 WP	 15	 ”	 wp
50	 WP	 4	 。	 wp

    毛泽东很早就已十分注重运用唯物史观分析中国历史与中国社会。
0	 SBV	 2	 毛泽东	 nh
1	 ADV	 2	 很	 d
2	 ADV	 3	 早	 a
3	 ADV	 6	 就	 d
4	 ADV	 6	 已	 d
5	 ADV	 6	 十分	 m
6	 HED	 -1	 注重	 v
7	 VOB	 6	 运用	 v
8	 VOB	 7	 唯物史观	 i
9	 COO	 6	 分析	 v
10	 ATT	 11	 中国	 ns
11	 VOB	 9	 历史	 n
12	 LAD	 14	 与	 p
13	 ATT	 14	 中国	 ns
14	 COO	 11	 社会	 n
15	 WP	 6	 。	 wp

1926年，他在广州农民运动讲习所任教时，就曾经强调要以唯物史观破除传统史学思想的谬误。
0	 ADV	 14	 1926年	 nt
1	 WP	 0	 ，	 wp
2	 SBV	 9	 他	 r
3	 ADV	 6	 在	 p
4	 ATT	 5	 广州	 ns
5	 POB	 3	 农民	 n
6	 SBV	 9	 运动	 v
7	 COO	 6	 讲习	 v
8	 LAD	 9	 所	 u
9	 ATT	 10	 任教	 v
10	 ADV	 14	 时	 n
11	 WP	 10	 ，	 wp
12	 ADV	 14	 就	 d
13	 ADV	 14	 曾经	 d
14	 HED	 -1	 强调	 v
15	 ADV	 18	 要	 v
16	 ADV	 18	 以	 p
17	 POB	 16	 唯物史观	 i
18	 VOB	 14	 破除	 v
19	 ATT	 20	 传统	 n
20	 ATT	 21	 史学	 n
21	 ATT	 23	 思想	 n
22	 RAD	 21	 的	 u
23	 VOB	 18	 谬误	 n
24	 WP	 14	 。	 wp

从当时学员的笔记中可以看到这样的内容：“昔人的思想，多遍（偏）袒统治者即地主阶级。
0	 ADV	 7	 从	 p
1	 ATT	 4	 当时	 nt
2	 ATT	 4	 学员	 n
3	 RAD	 2	 的	 u
4	 ATT	 5	 笔记	 n
5	 POB	 0	 中	 nd
6	 ADV	 7	 可以	 v
7	 HED	 -1	 看到	 v
8	 ATT	 10	 这样	 r
9	 RAD	 8	 的	 u
10	 VOB	 7	 内容	 n
11	 WP	 10	 ：	 wp
12	 WP	 15	 “	 wp
13	 ATT	 15	 昔人	 n
14	 RAD	 13	 的	 u
15	 ATT	 20	 思想	 n
16	 WP	 15	 ，	 wp
17	 ATT	 18	 多	 a
18	 ATT	 20	 遍	 q
19	 WP	 20	 （	 wp
20	 ATT	 22	 偏	 nh
21	 WP	 20	 ）	 wp
22	 SBV	 23	 袒统治者	 n
23	 CMP	 10	 即	 v
24	 ATT	 25	 地主	 n
25	 VOB	 23	 阶级	 n
26	 WP	 7	 。	 wp

我们是革命者，这种思想，是不可要的。
0	 SBV	 1	 我们	 r
1	 HED	 -1	 是	 v
2	 VOB	 1	 革命者	 n
3	 WP	 1	 ，	 wp
4	 ATT	 5	 这种	 r
5	 SBV	 7	 思想	 n
6	 WP	 5	 ，	 wp
7	 COO	 1	 是	 v
8	 ADV	 9	 不可	 v
9	 VOB	 7	 要	 v
10	 RAD	 9	 的	 u
11	 WP	 1	 。	 wp

我们以前，虽多居多，又为农家子弟，但对于农民的真正状况，是不大清晰。
0	 ATT	 1	 我们	 r
1	 ADV	 5	 以前	 nd
2	 WP	 1	 ，	 wp
3	 ADV	 5	 虽	 c
4	 ADV	 5	 多	 d
5	 HED	 -1	 居多	 v
6	 WP	 5	 ，	 wp
7	 ADV	 8	 又	 d
8	 COO	 5	 为	 p
9	 ATT	 10	 农家	 n
10	 POB	 8	 子弟	 n
11	 WP	 8	 ，	 wp
12	 ADV	 19	 但	 c
13	 ADV	 19	 对于	 p
14	 ATT	 17	 农民	 n
15	 RAD	 14	 的	 u
16	 ATT	 17	 真正	 b
17	 POB	 13	 状况	 n
18	 WP	 13	 ，	 wp
19	 COO	 8	 是	 v
20	 ADV	 21	 不大	 d
21	 VOB	 19	 清晰	 a
22	 WP	 8	 。	 wp

即是说我们要造一个锄头。
0	 ADV	 1	 即	 d
1	 HED	 -1	 是	 v
2	 VOB	 1	 说	 v
3	 SBV	 5	 我们	 r
4	 ADV	 5	 要	 v
5	 VOB	 2	 造	 v
6	 ATT	 7	 一个	 m
7	 VOB	 5	 锄头	 n
8	 WP	 1	 。	 wp

这个锄头，马克司（思）已竟（经）造出来了，即唯物史观之表现是也。
0	 ATT	 1	 这个	 r
1	 ATT	 3	 锄头	 n
2	 WP	 1	 ，	 wp
3	 ATT	 5	 马克司	 n
4	 WP	 5	 （	 wp
5	 SBV	 12	 思	 nh
6	 WP	 5	 ）	 wp
7	 ADV	 12	 已	 d
8	 ADV	 10	 竟	 d
9	 WP	 10	 （	 wp
10	 SBV	 12	 经	 n
11	 WP	 10	 ）	 wp
12	 HED	 -1	 造	 v
13	 CMP	 12	 出来	 v
14	 RAD	 13	 了	 u
15	 WP	 12	 ，	 wp
16	 SBV	 20	 即	 v
17	 ADV	 19	 唯物史观	 i
18	 RAD	 17	 之	 u
19	 VOB	 16	 表现	 v
20	 COO	 12	 是	 v
21	 VOB	 20	 也	 u
22	 WP	 12	 。	 wp

”〔11〕1944年，毛泽东读李健侯著记述李自成事迹的历史小说《永昌演义》，致信李鼎铭，于肯定作者“经营此书，费了大力”之后，又指出：“此书赞美李自成个人品德，但贬抑其整个运动。
0	 ADV	 38	 ”	 wp
1	 WP	 4	 〔	 wp
2	 ATT	 3	 11	 m
3	 ATT	 4	 〕	 q
4	 ADV	 7	 1944年	 nt
5	 WP	 4	 ，	 wp
6	 SBV	 7	 毛泽东	 nh
7	 ATT	 35	 读	 v
8	 SBV	 9	 李健侯	 nh
9	 ATT	 18	 著	 v
10	 COO	 9	 记述	 v
11	 ATT	 12	 李自成	 nh
12	 ATT	 15	 事迹	 n
13	 RAD	 12	 的	 u
14	 ATT	 15	 历史	 n
15	 ATT	 18	 小说	 n
16	 WP	 18	 《	 wp
17	 ATT	 18	 永昌	 ns
18	 VOB	 7	 演义	 n
19	 WP	 18	 》	 wp
20	 WP	 7	 ，	 wp
21	 COO	 7	 致信	 v
22	 VOB	 21	 李鼎铭	 nh
23	 WP	 7	 ，	 wp
24	 ADV	 25	 于	 p
25	 COO	 7	 肯定	 v
26	 SBV	 28	 作者	 n
27	 WP	 28	 “	 wp
28	 VOB	 25	 经营	 v
29	 VOB	 28	 此书	 r
30	 WP	 25	 ，	 wp
31	 COO	 25	 费	 v
32	 RAD	 31	 了	 u
33	 VOB	 31	 大力	 n
34	 WP	 7	 ”	 wp
35	 ADV	 38	 之后	 nd
36	 WP	 35	 ，	 wp
37	 ADV	 38	 又	 d
38	 HED	 -1	 指出	 v
39	 WP	 38	 ：	 wp
40	 WP	 42	 “	 wp
41	 SBV	 42	 此书	 r
42	 VOB	 38	 赞美	 v
43	 ATT	 44	 李自成	 nh
44	 ATT	 45	 个人	 n
45	 VOB	 42	 品德	 n
46	 WP	 42	 ，	 wp
47	 ADV	 48	 但	 c
48	 COO	 42	 贬抑	 v
49	 ATT	 51	 其	 r
50	 ATT	 51	 整个	 b
51	 VOB	 48	 运动	 v
52	 WP	 38	 。	 wp

实则吾国自秦以来二千余年推动社会向前进步者主要的是农民战争，大顺帝李自成将军所领导的伟大的农民战争，就是二千年来几十次这类战争中的极著名的一次。
0	 SBV	 1	 实则吾国	 n
1	 ADV	 2	 自秦	 v
2	 ADV	 12	 以来	 nd
3	 ATT	 5	 二千	 m
4	 RAD	 3	 余	 m
5	 ADV	 6	 年	 q
6	 SBV	 12	 推动	 v
7	 SBV	 8	 社会	 n
8	 VOB	 6	 向前	 v
9	 VOB	 8	 进步者	 n
10	 SBV	 12	 主要	 b
11	 RAD	 10	 的	 u
12	 HED	 -1	 是	 v
13	 VOB	 12	 农民战争	 n
14	 WP	 12	 ，	 wp
15	 ATT	 16	 大顺帝	 n
16	 ATT	 17	 李自成	 nh
17	 SBV	 19	 将军	 n
18	 LAD	 19	 所	 u
19	 ATT	 23	 领导	 v
20	 RAD	 19	 的	 u
21	 ATT	 23	 伟大	 a
22	 RAD	 21	 的	 u
23	 SBV	 26	 农民战争	 n
24	 WP	 23	 ，	 wp
25	 ADV	 26	 就	 d
26	 COO	 12	 是	 v
27	 ATT	 28	 二千	 m
28	 ATT	 41	 年	 q
29	 RAD	 28	 来	 nd
30	 ATT	 31	 几十	 m
31	 ATT	 34	 次	 q
32	 ATT	 33	 这	 r
33	 ATT	 34	 类	 q
34	 ATT	 35	 战争	 n
35	 ATT	 41	 中	 nd
36	 RAD	 35	 的	 u
37	 ADV	 38	 极	 d
38	 ATT	 41	 著名	 a
39	 RAD	 38	 的	 u
40	 ATT	 41	 一	 m
41	 VOB	 26	 次	 q
42	 WP	 12	 。	 wp

”“此书如按上述新历史观点加以改造，极有教育人民的作用，未知能获作者同意否？〔12〕1939年2月20日， 毛泽东在读了陈伯达《孔子的哲学思想》一文后致信张闻天，又曾提出这样的意见：“关于孔子的道德论，应给以唯物论的观察，加以更多的批判”，“‘仁’这个东西在孔子以后几千年来，为观念论的昏乱思想家所利用，闹得一塌糊涂，真是害人不浅。
0	 WP	 10	 ”	 wp
1	 WP	 10	 “	 wp
2	 FOB	 10	 此书	 r
3	 ADV	 10	 如	 v
4	 ADV	 10	 按	 p
5	 ATT	 8	 上述	 b
6	 ATT	 8	 新	 a
7	 ATT	 8	 历史	 n
8	 POB	 4	 观点	 n
9	 ADV	 10	 加以	 v
10	 HED	 -1	 改造	 v
11	 WP	 10	 ，	 wp
12	 ADV	 13	 极	 d
13	 COO	 10	 有	 v
14	 ATT	 17	 教育	 v
15	 VOB	 14	 人民	 n
16	 RAD	 14	 的	 u
17	 VOB	 13	 作用	 n
18	 WP	 13	 ，	 wp
19	 SBV	 21	 未知	 v
20	 ADV	 21	 能	 v
21	 COO	 13	 获	 v
22	 SBV	 23	 作者	 n
23	 VOB	 21	 同意	 v
24	 RAD	 21	 否	 u
25	 WP	 10	 ？	 wp

”“此书如按上述新历史观点加以改造，极有教育人民的作用，未知能获作者同意否？〔12〕1939年2月20日， 毛泽东在读了陈伯达《孔子的哲学思想》一文后致信张闻天，又曾提出这样的意见：“关于孔子的道德论，应给以唯物论的观察，加以更多的批判”，“‘仁’这个东西在孔子以后几千年来，为观念论的昏乱思想家所利用，闹得一塌糊涂，真是害人不浅。
0	 WP	 5	 〔	 wp
1	 ATT	 2	 12	 m
2	 ATT	 5	 〕	 q
3	 ATT	 4	 1939年	 nt
4	 ATT	 5	 2月	 nt
5	 ADV	 21	 20日	 nt
6	 WP	 5	 ，	 wp
7	 SBV	 21	 毛泽东	 nh
8	 ADV	 21	 在	 p
9	 ATT	 20	 读	 v
10	 RAD	 9	 了	 u
11	 ATT	 16	 陈伯达	 nh
12	 WP	 13	 《	 wp
13	 COO	 11	 孔子	 nh
14	 RAD	 11	 的	 u
15	 ATT	 16	 哲学	 n
16	 ATT	 19	 思想	 n
17	 WP	 16	 》	 wp
18	 ATT	 19	 一	 m
19	 VOB	 9	 文	 n
20	 POB	 8	 后	 nd
21	 HED	 -1	 致信	 v
22	 VOB	 21	 张闻天	 nh
23	 WP	 21	 ，	 wp
24	 ADV	 26	 又	 d
25	 ADV	 26	 曾	 d
26	 COO	 21	 提出	 v
27	 ATT	 29	 这样	 r
28	 RAD	 27	 的	 u
29	 VOB	 26	 意见	 n
30	 WP	 29	 ：	 wp
31	 WP	 40	 “	 wp
32	 ADV	 38	 关于	 p
33	 ATT	 35	 孔子	 nh
34	 RAD	 33	 的	 u
35	 POB	 32	 道德论	 n
36	 WP	 32	 ，	 wp
37	 ADV	 38	 应	 v
