计算机应用COMPUTER APPLICATIONS1999年 第19卷 第6期 Vol.19 No.6 1999Windows 95下串行通信编程技术及其实现郭峰林　朱才连　　摘　要　本文首先简单讨论MSDOS、16位Windows和Windows95下的通信编程差别，然后着重讲述32位Windows95 环境下的通信编程技术，最后给出利用该技术实现串行通信的实例。
0	 ATT	 1	 ﻿	 v
4	 VOB	 3	 0	 m
5	 WP	 3	 ，	 wp
6	 SBV	 7	 这	 r
7	 COO	 3	 是	 v
8	 ATT	 12	 文件	 n
9	 LAD	 10	 与	 c
10	 COO	 8	 通信	 v
11	 VOB	 10	 设备	 n
12	 ATT	 15	 之间	 nd
13	 RAD	 12	 的	 u
14	 ATT	 15	 主要	 b
15	 ATT	 16	 差异	 n
16	 VOB	 7	 之一	 r
17	 WP	 7	 ；	 wp

故参数值必须为0，这是文件与通信设备之间的主要差异之一；dwCreate必须为OPEN—EXISTING。
0	 SBV	 2	 dwCreate	 ws
1	 ADV	 2	 必须	 d
2	 HED	 -1	 为	 v
3	 VOB	 2	 OPEN—EXISTING	 ws
4	 WP	 2	 。	 wp

因为CreateFile()只能打开存在的端口，而不能象创建新文件一样创建物理上不存在的新串口；dwFlagsAndAttributes描述了该端口的各种属性。
0	 ADV	 5	 因为	 c
1	 WP	 0	 CreateFile	 ws
2	 WP	 0	 (	 wp
3	 WP	 0	 )	 wp
4	 ADV	 5	 只能	 v
5	 HED	 -1	 打开	 v
6	 ATT	 8	 存在	 v
7	 RAD	 6	 的	 u
8	 VOB	 5	 端口	 n
9	 WP	 5	 ，	 wp
10	 ADV	 17	 而	 c
11	 ADV	 12	 不	 d
12	 ADV	 17	 能	 v
13	 DBL	 12	 象	 n
14	 COO	 12	 创建	 v
15	 VOB	 14	 新文件	 n
16	 RAD	 12	 一样	 u
17	 COO	 5	 创建	 v
18	 ATT	 19	 物理	 n
19	 ADV	 21	 上	 nd
20	 ADV	 21	 不	 d
21	 ATT	 24	 存在	 v
22	 RAD	 21	 的	 u
23	 ATT	 24	 新	 a
24	 VOB	 17	 串口	 n
25	 WP	 5	 ；	 wp

因为CreateFile()只能打开存在的端口，而不能象创建新文件一样创建物理上不存在的新串口；dwFlagsAndAttributes描述了该端口的各种属性。
0	 ADV	 1	 dwFlagsAndAttributes	 v
1	 HED	 -1	 描述	 v
2	 RAD	 1	 了	 u
3	 ATT	 4	 该	 r
4	 ATT	 7	 端口	 n
5	 RAD	 4	 的	 u
6	 ATT	 7	 各种	 r
7	 VOB	 1	 属性	 n
8	 WP	 1	 。	 wp

对于文件来说，具有多种属性（只读、隐藏、系统）是可能的，但是对于串行口，唯一有意义的设置是FILE—FLAG—OVERLAPPED；参数hTemplateFile必须为NULL。
0	 ADV	 15	 对于	 p
1	 POB	 0	 文件	 n
2	 RAD	 0	 来说	 u
3	 WP	 0	 ，	 wp
4	 SBV	 15	 具有	 v
5	 ATT	 6	 多种	 m
6	 VOB	 4	 属性	 n
7	 WP	 9	 （	 wp
8	 ADV	 9	 只	 d
9	 SBV	 15	 读	 v
10	 WP	 11	 、	 wp
11	 COO	 9	 隐藏	 v
12	 WP	 13	 、	 wp
13	 VOB	 9	 系统	 n
14	 WP	 9	 ）	 wp
15	 HED	 -1	 是	 v
16	 VOB	 15	 可能	 v
17	 RAD	 16	 的	 u
18	 WP	 15	 ，	 wp
19	 ADV	 27	 但是	 c
20	 ADV	 27	 对于	 p
21	 POB	 20	 串行口	 n
22	 WP	 20	 ，	 wp
23	 ATT	 27	 唯一	 b
24	 ADV	 27	 有	 v
25	 VOB	 24	 意义	 n
26	 RAD	 24	 的	 u
27	 COO	 15	 设置	 v
28	 COO	 27	 是	 v
29	 VOB	 28	 FILE—FLAG—OVERLAPPED	 ws
30	 WP	 15	 ；	 wp

对于文件来说，具有多种属性（只读、隐藏、系统）是可能的，但是对于串行口，唯一有意义的设置是FILE—FLAG—OVERLAPPED；参数hTemplateFile必须为NULL。
0	 SBV	 3	 参数	 n
1	 VOB	 0	 hTemplateFile	 ws
2	 ADV	 3	 必须	 d
3	 HED	 -1	 为	 v
4	 VOB	 3	 NULL	 ws
5	 WP	 3	 。	 wp

　　返回值：若成功，返回创建的句柄；否则返回，INVALID—HANDLE—VALUE.　　举例：打开串行口1　HANDLE hComm;　　　　　　　　　　　　　　　　　　　　　　　　　　　//定义句柄变量　hComm = CreateFile( "COM1", 　GENERIC—READ|GENERIC—WRITE,NULL,NULL,　OPEN—EXISTING,FILE—FLAG—OVERLAPPED,NULL);　if (hComm == INVALID—HANDLE—VALUE) {……. 　// 打开串口错误的处理}3.2　配置串行口API函数　　串行口打开成功，接下来可以配置串行口通信参数如波特率、数据位数、停止位、校验位等。
0	 SBV	 1	 	 n
1	 HED	 -1	 返回值	 v
2	 WP	 1	 ：	 wp
3	 ADV	 4	 若	 c
4	 VOB	 1	 成功	 a
5	 WP	 1	 ，	 wp
6	 COO	 1	 返回	 v
7	 ATT	 9	 创建	 v
8	 RAD	 7	 的	 u
9	 VOB	 6	 句柄	 n
10	 WP	 1	 ；	 wp

　　返回值：若成功，返回创建的句柄；否则返回，INVALID—HANDLE—VALUE.　　举例：打开串行口1　HANDLE hComm;　　　　　　　　　　　　　　　　　　　　　　　　　　　//定义句柄变量　hComm = CreateFile( "COM1", 　GENERIC—READ|GENERIC—WRITE,NULL,NULL,　OPEN—EXISTING,FILE—FLAG—OVERLAPPED,NULL);　if (hComm == INVALID—HANDLE—VALUE) {……. 　// 打开串口错误的处理}3.2　配置串行口API函数　　串行口打开成功，接下来可以配置串行口通信参数如波特率、数据位数、停止位、校验位等。
0	 ADV	 1	 否则	 c
1	 HED	 -1	 返回	 v
2	 WP	 1	 ，	 wp
3	 ATT	 6	 INVALID—HANDLE—VALUE	 ws
4	 WP	 6	 .	 wp
5	 SBV	 6	 	 n
6	 COO	 1	 举例	 v
7	 WP	 1	 ：	 wp
8	 VOB	 1	 打开	 v
9	 COO	 8	 串	 v
10	 VOB	 9	 行口1	 n
11	 COO	 8	 	 v
12	 ATT	 13	 HANDLE	 ws
13	 VOB	 11	 hComm	 n

修改这些参数时要和设备控制块DCB(Device Control Block)打交道，DCB有近30个数据成员，是一个很复杂的数据结构，全部弄清楚它们的含义相当费时。
0	 ATT	 3	 修改	 v
1	 ATT	 2	 这些	 r
2	 VOB	 0	 参数	 n
3	 ADV	 7	 时	 n
4	 ADV	 7	 要	 v
5	 ADV	 7	 和	 p
6	 POB	 5	 设备	 n
7	 HED	 -1	 控制	 v
8	 ATT	 15	 块	 q
9	 RAD	 8	 DCB	 ws
10	 WP	 8	 (	 wp
11	 SBV	 15	 Device	 ws
12	 ADV	 15	 Control	 ws
13	 SBV	 15	 Block	 ws
14	 WP	 15	 )	 wp
15	 VOB	 7	 打交道	 v
16	 WP	 7	 ，	 wp
17	 SBV	 18	 DCB	 ws
18	 COO	 7	 有	 v
19	 ATT	 20	 近	 v
20	 ATT	 21	 30	 m
21	 ATT	 23	 个	 q
22	 ATT	 23	 数据	 n
23	 VOB	 18	 成员	 n
24	 WP	 18	 ，	 wp
25	 COO	 18	 是	 v
26	 ATT	 31	 一个	 m
27	 ADV	 28	 很	 d
28	 ATT	 31	 复杂	 a
29	 RAD	 28	 的	 u
30	 ATT	 31	 数据	 n
31	 VOB	 25	 结构	 n
32	 WP	 7	 ，	 wp
33	 ADV	 34	 全部	 m
34	 COO	 7	 弄	 v
35	 CMP	 34	 清楚	 a
36	 ATT	 38	 它们	 r
37	 RAD	 36	 的	 u
38	 SBV	 40	 含义	 n
39	 ADV	 40	 相当	 d
40	 COO	 34	 费时	 a
41	 WP	 7	 。	 wp

而对于采用3线方式的串行通信来说，DCB结构中绝大多数参数可以不予考虑，因为只要设置好波特率、数据位、停止位、校验位等几个关键参数就行。
0	 ADV	 17	 而	 c
1	 ADV	 17	 对于	 p
2	 ADV	 7	 采用	 v
3	 ATT	 4	 3	 m
4	 ATT	 5	 线	 q
5	 VOB	 2	 方式	 n
6	 RAD	 2	 的	 u
7	 POB	 1	 串行	 v
8	 COO	 7	 通信	 v
9	 RAD	 1	 来说	 u
10	 WP	 1	 ，	 wp
11	 ATT	 12	 DCB	 ws
12	 ATT	 13	 结构	 n
13	 ATT	 15	 中	 nd
14	 ATT	 15	 绝大多数	 i
15	 SBV	 17	 参数	 n
16	 ADV	 17	 可以	 v
17	 HED	 -1	 不予	 v
18	 VOB	 17	 考虑	 v
19	 WP	 17	 ，	 wp
20	 ADV	 22	 因为	 c
21	 ADV	 22	 只要	 c
22	 COO	 17	 设置	 v
23	 CMP	 22	 好	 a
24	 VOB	 22	 波特率	 n
25	 WP	 27	 、	 wp
26	 ATT	 27	 数据	 n
27	 COO	 24	 位	 n
28	 WP	 29	 、	 wp
29	 COO	 24	 停止	 v
30	 VOB	 29	 位	 q
31	 WP	 32	 、	 wp
32	 COO	 24	 校验位	 n
33	 RAD	 24	 等	 u
34	 ATT	 35	 几	 m
35	 ATT	 37	 个	 q
36	 ATT	 37	 关键	 n
37	 SBV	 39	 参数	 n
38	 ADV	 39	 就	 d
39	 COO	 22	 行	 a
40	 WP	 17	 。	 wp

这里介绍一种简捷的方法可以做到不了解DCB的详细内容也可以设置好串行通信参数。
0	 SBV	 1	 这里	 r
1	 HED	 -1	 介绍	 v
2	 ATT	 3	 一	 m
3	 ATT	 6	 种	 q
4	 ATT	 6	 简捷	 a
5	 RAD	 4	 的	 u
6	 VOB	 1	 方法	 n
7	 ADV	 8	 可以	 v
8	 ATT	 14	 做到	 v
9	 ADV	 10	 不	 d
10	 VOB	 8	 了解	 v
11	 VOB	 10	 DCB	 ws
12	 RAD	 8	 的	 u
13	 ATT	 14	 详细	 a
14	 SBV	 17	 内容	 n
15	 ADV	 17	 也	 d
16	 ADV	 17	 可以	 v
17	 COO	 1	 设置	 v
18	 CMP	 17	 好	 a
19	 ATT	 21	 串行	 v
20	 COO	 19	 通信	 v
21	 VOB	 17	 参数	 n
22	 WP	 1	 。	 wp

　　通过下面的程序来说明串行通信参数的设置方法。
0	 SBV	 5	 	 n
1	 ADV	 5	 通过	 p
2	 ATT	 4	 下面	 nd
3	 RAD	 2	 的	 u
4	 POB	 1	 程序来	 nh
5	 HED	 -1	 说明	 v
6	 ADV	 10	 串行	 v
7	 COO	 6	 通信	 v
8	 VOB	 7	 参数	 n
9	 RAD	 6	 的	 u
10	 VOB	 5	 设置	 v
11	 VOB	 10	 方法	 n
12	 WP	 5	 。	 wp

例程中利用BuildCommDCB函数来设置DCB，然后用函数SetCommState()配置串行通信口。
0	 ATT	 1	 例程	 n
1	 ADV	 2	 中	 nd
2	 HED	 -1	 利用	 v
3	 ATT	 4	 BuildCommDCB	 ws
4	 VOB	 2	 函数	 n
5	 ADV	 6	 来	 v
6	 COO	 2	 设置	 v
7	 VOB	 6	 DCB	 ws
8	 WP	 2	 ，	 wp
9	 ADV	 10	 然后	 c
10	 ADV	 15	 用	 p
11	 POB	 10	 函数	 n
12	 COO	 10	 SetCommState	 ws
13	 WP	 10	 (	 wp
14	 WP	 10	 )	 wp
15	 COO	 2	 配置	 v
16	 ATT	 17	 串行	 v
17	 VOB	 15	 通信口	 n
18	 WP	 2	 。	 wp

DCB dcb ;　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　//定义设备控制块GetCommState(hComm,&dcb);　　　　　　　　　　　　　　　　　//取出系统缺省设备控制块BuildCommDCB("COM2:9600,N,8,1",&dcb); 　　　　　　　　　　　　　　　//设置DCB主要参数SetCommState(hComm,&dcb);3.3　超时设置API函数　　编写通信应用程序的一个很关键的问题就是如何处理通信中的不可预测的事件。
0	 ATT	 1	 DCB	 ws
1	 HED	 -1	 dcb	 n

譬如接收数据过程中突然被中断，或者发送数据突然停止等等。
0	 ADV	 1	 譬如	 v
1	 HED	 -1	 接收	 v
2	 ATT	 3	 数据	 n
3	 ATT	 4	 过程	 n
4	 ADV	 7	 中	 nd
5	 ADV	 7	 突然	 a
6	 ADV	 7	 被	 p
7	 VOB	 1	 中断	 v
8	 WP	 1	 ，	 wp
9	 ADV	 10	 或者	 c
10	 COO	 1	 发送	 v
11	 VOB	 10	 数据	 n
12	 ADV	 13	 突然	 a
13	 VOB	 10	 停止	 v
14	 RAD	 1	 等等	 u
15	 WP	 1	 。	 wp

如果不认真对待，这些情况可能会引起I/O线程挂起或者线程被无限阻塞。
0	 ADV	 3	 如果	 c
1	 ADV	 3	 不	 d
2	 ADV	 3	 认真	 a
3	 HED	 -1	 对待	 v
4	 WP	 3	 ，	 wp
5	 ATT	 6	 这些	 r
6	 SBV	 9	 情况	 n
7	 ADV	 8	 可能	 v
8	 ADV	 9	 会	 v
9	 COO	 3	 引起	 v
10	 VOB	 9	 I	 ws
11	 WP	 14	 /	 wp
12	 ATT	 13	 O	 ws
13	 SBV	 14	 线程	 n
14	 COO	 9	 挂	 v
15	 CMP	 14	 起	 v
16	 LAD	 19	 或者	 c
17	 FOB	 19	 线程	 n
18	 ADV	 19	 被	 p
19	 COO	 14	 无限	 v
20	 VOB	 19	 阻塞	 v
21	 WP	 3	 。	 wp

Windows95对于这类问题提供了安全措施，它让你通过超时设置来决定通信是否异常并作相应处理。
0	 SBV	 5	 Windows95	 ws
1	 ADV	 5	 对于	 p
2	 ATT	 3	 这	 r
3	 ATT	 4	 类	 q
4	 POB	 1	 问题	 n
5	 HED	 -1	 提供	 v
6	 RAD	 5	 了	 u
7	 ATT	 8	 安全	 a
8	 VOB	 5	 措施	 n
9	 WP	 5	 ，	 wp
10	 SBV	 11	 它	 r
11	 COO	 5	 让	 v
12	 DBL	 11	 你	 r
13	 ADV	 15	 通过	 p
14	 POB	 13	 超时	 v
15	 VOB	 11	 设置	 v
16	 CMP	 15	 来	 v
17	 COO	 15	 决定	 v
18	 VOB	 17	 通信	 v
19	 ADV	 20	 是否	 v
20	 VOB	 18	 异常	 a
21	 ADV	 22	 并	 c
22	 COO	 18	 作	 v
23	 ADV	 24	 相应	 v
24	 VOB	 22	 处理	 v
25	 WP	 11	 。	 wp

因此超时设置在串行通信中显得尤为重要。
0	 ADV	 7	 因此	 c
1	 ADV	 2	 超时	 v
2	 SBV	 7	 设置	 v
3	 ADV	 7	 在	 p
4	 ATT	 6	 串行	 v
5	 COO	 4	 通信	 v
6	 POB	 3	 中	 nd
7	 HED	 -1	 显得	 v
8	 ADV	 9	 尤为	 d
9	 CMP	 7	 重要	 a
10	 WP	 7	 。	 wp

　　超时设置过程分为两步，首先设置COMMTIMEOUTS结构中的五个变量，然后调用SetCommTimeouts()函数设置超时值。
0	 SBV	 1	 	 n
1	 ATT	 3	 超时	 v
2	 COO	 1	 设置	 v
3	 SBV	 4	 过程	 n
4	 HED	 -1	 分为	 v
5	 ATT	 6	 两	 m
6	 VOB	 4	 步	 q
7	 WP	 4	 ，	 wp
8	 ADV	 9	 首先	 d
9	 COO	 4	 设置	 v
10	 ATT	 11	 COMMTIMEOUTS	 ws
11	 ATT	 12	 结构	 n
12	 ATT	 16	 中	 nd
13	 RAD	 12	 的	 u
14	 ATT	 15	 五	 m
15	 ATT	 16	 个	 q
16	 VOB	 9	 变量	 n
17	 WP	 4	 ，	 wp
18	 ADV	 19	 然后	 c
19	 COO	 4	 调用	 v
20	 VOB	 19	 SetCommTimeouts	 ws
21	 WP	 4	 (	 wp
22	 WP	 4	 )	 wp
23	 SBV	 24	 函数	 n
24	 COO	 4	 设置	 v
25	 COO	 24	 超时值	 v
26	 WP	 4	 。	 wp

COMMTIMEOUTS结构的定义如下：　typedef struct —　COMMTIMEOUTS {DWORD ReadIntervalTimeout; 　　　　　　　　　　　　　　　　　　　　　//读端口间隔超时DWORD ReadTotalTimeoutMultiplier;　　　　　　　　　　　　　　　　//读端口总超时乘数DWORD ReadTotalTimeoutConstant; 　　　　　　　　　　　　　　　//读端口总超时常数(ms)DWORD WriteTotalTimeoutMultiplier; 　　　　　　　　　　　　　　　//写端口总超时乘数DWORD WriteTotalTimeoutConstant;　　　　　　　　　　　　　　　//写端口总超时常数(ms)} COMMTIMEOUTS,*LPCOMMTIMEOUTS;3.4　读串口API函数　　串行口打开后，可以对它进行读写操作。
0	 ATT	 1	 COMMTIMEOUTS	 ws
1	 ATT	 3	 结构	 n
2	 RAD	 1	 的	 u
3	 SBV	 4	 定义	 n
4	 HED	 -1	 如下	 v
5	 WP	 4	 ：	 wp
6	 VOB	 4	 	 v
7	 ATT	 8	 typedef	 n
8	 VOB	 6	 struct	 ws
9	 WP	 11	 —	 wp
10	 SBV	 11	 COMMTIMEOUTS	 ws
11	 COO	 6	 {	 v
12	 VOB	 11	 DWORD	 ws
13	 VOB	 4	 ReadIntervalTimeout	 ws

读串行口的函数原型：　BOOL ReadFile (HANDLE hFile, LPVOID lpBuffer,DWORD nNumberOfBytesToRead,LPDWORD lpNumberOfBytesRead, LPOVERLAPPED lpOverlapped data);　　其中,第一个参数hFile是由CreateFile()返回的句柄。
0	 ATT	 11	 读	 v
1	 ATT	 5	 串	 v
2	 VOB	 1	 行口	 n
3	 RAD	 1	 的	 u
4	 ATT	 5	 函数	 n
5	 VOB	 0	 原型	 n
6	 WP	 0	 ：	 wp
7	 COO	 0	 	 v
8	 ATT	 9	 BOOL	 ws
9	 VOB	 7	 ReadFile	 ws
10	 WP	 0	 (	 wp
11	 SBV	 18	 HANDLE	 ws
12	 SBV	 18	 hFile	 ws
13	 WP	 12	 ,	 wp
14	 SBV	 18	 LPVOID	 ws
15	 ATT	 18	 lpBuffer	 ws
16	 WP	 18	 ,	 wp
17	 SBV	 18	 DWORD	 ws
18	 HED	 -1	 nNumberOfBytesToRead	 v
19	 WP	 21	 ,	 wp
20	 SBV	 21	 LPDWORD	 ws
21	 COO	 18	 lpNumberOfBytesRead	 v
22	 WP	 24	 ,	 wp
23	 SBV	 24	 LPOVERLAPPED	 ws
24	 COO	 18	 lpOverlapped	 v
25	 VOB	 24	 data	 nh
26	 WP	 18	 )	 wp

参数lpBuffer是读取的数据缓冲区指针，要注意给该数据缓冲区分配足够的空间；参数nNumberOfBytesToRead是要读取的字节数；参数lpNumberOfBytesRead是实际读取的字节数；最后一个参数lpOverlapped 是指向一个可重叠I/O(异步)的数据结构指针。
0	 ATT	 1	 参数	 n
1	 SBV	 2	 lpBuffer	 nh
2	 HED	 -1	 是	 v
3	 ATT	 7	 读取	 v
4	 RAD	 3	 的	 u
5	 ATT	 6	 数据	 n
6	 ATT	 7	 缓冲区	 n
7	 VOB	 2	 指针	 n
8	 WP	 2	 ，	 wp
9	 ADV	 10	 要	 v
10	 COO	 2	 注意	 v
11	 ADV	 15	 给	 p
12	 ATT	 13	 该	 r
13	 ATT	 14	 数据	 n
14	 POB	 11	 缓冲区	 n
15	 VOB	 10	 分配	 v
16	 ATT	 18	 足够	 v
17	 RAD	 16	 的	 u
18	 VOB	 15	 空间	 n
19	 WP	 2	 ；	 wp

参数lpBuffer是读取的数据缓冲区指针，要注意给该数据缓冲区分配足够的空间；参数nNumberOfBytesToRead是要读取的字节数；参数lpNumberOfBytesRead是实际读取的字节数；最后一个参数lpOverlapped 是指向一个可重叠I/O(异步)的数据结构指针。
0	 SBV	 1	 参数	 n
1	 SBV	 2	 nNumberOfBytesToRead	 v
2	 HED	 -1	 是	 v
3	 ADV	 4	 要	 v
4	 ATT	 7	 读取	 v
5	 RAD	 4	 的	 u
6	 ATT	 7	 字节	 n
7	 VOB	 2	 数	 n
8	 WP	 2	 ；	 wp

参数lpBuffer是读取的数据缓冲区指针，要注意给该数据缓冲区分配足够的空间；参数nNumberOfBytesToRead是要读取的字节数；参数lpNumberOfBytesRead是实际读取的字节数；最后一个参数lpOverlapped 是指向一个可重叠I/O(异步)的数据结构指针。
0	 SBV	 1	 参数	 n
1	 SBV	 2	 lpNumberOfBytesRead	 v
2	 HED	 -1	 是	 v
3	 ADV	 4	 实际	 a
4	 ATT	 7	 读取	 v
5	 RAD	 4	 的	 u
6	 ATT	 7	 字节	 n
7	 VOB	 2	 数	 n
8	 WP	 2	 ；	 wp

参数lpBuffer是读取的数据缓冲区指针，要注意给该数据缓冲区分配足够的空间；参数nNumberOfBytesToRead是要读取的字节数；参数lpNumberOfBytesRead是实际读取的字节数；最后一个参数lpOverlapped 是指向一个可重叠I/O(异步)的数据结构指针。
0	 ATT	 1	 最后	 nd
1	 ATT	 2	 一个	 m
2	 SBV	 3	 参数	 n
3	 SBV	 4	 lpOverlapped	 v
4	 HED	 -1	 是	 v
5	 VOB	 4	 指向	 v
6	 ATT	 18	 一个	 m
7	 ADV	 8	 可	 v
8	 ATT	 18	 重叠	 v
9	 ATT	 13	 I	 ws
10	 WP	 13	 /	 wp
11	 SBV	 13	 O	 ws
12	 WP	 11	 (	 wp
13	 VOB	 8	 异步	 b
14	 WP	 8	 )	 wp
15	 RAD	 8	 的	 u
16	 ATT	 17	 数据	 n
17	 ATT	 18	 结构	 n
18	 VOB	 5	 指针	 n
19	 WP	 4	 。	 wp

如果lpOverlapped设置为NULL，则ReadFile()工作在同步方式；如果lpOverlapped指向一个重叠结构，则工作在异步方式。
0	 ADV	 2	 如果	 c
1	 SBV	 2	 lpOverlapped	 ws
2	 HED	 -1	 设置	 v
3	 COO	 2	 为	 v
4	 POB	 3	 NULL	 ws
5	 WP	 2	 ，	 wp
6	 ADV	 10	 则	 c
7	 SBV	 10	 ReadFile	 ws
8	 WP	 7	 (	 wp
9	 WP	 7	 )	 wp
10	 COO	 2	 工作	 v
11	 CMP	 10	 在	 p
12	 ATT	 13	 同步	 v
13	 POB	 11	 方式	 n
14	 WP	 2	 ；	 wp

如果lpOverlapped设置为NULL，则ReadFile()工作在同步方式；如果lpOverlapped指向一个重叠结构，则工作在异步方式。
0	 ADV	 1	 如果	 c
1	 HED	 -1	 lpOverlapped	 v
2	 VOB	 1	 指向	 v
3	 ATT	 5	 一个	 m
4	 ATT	 5	 重叠	 v
5	 VOB	 2	 结构	 n
6	 WP	 1	 ，	 wp
7	 ADV	 8	 则	 c
8	 COO	 1	 工作	 v
9	 CMP	 8	 在	 p
10	 ATT	 11	 异步	 b
11	 POB	 9	 方式	 n
12	 WP	 1	 。	 wp

3.6　关闭串口API函数　　串行口是非共享资源，某应用程序打开串行口后，即独占该资源，使其它应用程序无法再访问，直到该应用程序释放串口。
0	 ATT	 1	 3.6	 m
1	 ATT	 5	 	 q
2	 ATT	 5	 关闭	 v
3	 ATT	 4	 串口	 ns
4	 VOB	 2	 API	 ws
5	 SBV	 6	 函数	 n
6	 HED	 -1	 串	 v
7	 ATT	 8	 行口	 n
8	 VOB	 6	 是非	 n
9	 COO	 6	 共享	 v
10	 VOB	 9	 资源	 n
11	 WP	 6	 ，	 wp
12	 SBV	 13	 某	 r
13	 ATT	 18	 应用	 v
14	 VOB	 13	 程序	 n
15	 COO	 13	 打开	 v
16	 COO	 15	 串	 v
17	 VOB	 16	 行口	 n
18	 ADV	 21	 后	 nd
19	 WP	 18	 ，	 wp
20	 ADV	 21	 即	 v
21	 COO	 6	 独占	 v
22	 ATT	 23	 该	 r
23	 VOB	 21	 资源	 n
24	 WP	 6	 ，	 wp
25	 COO	 6	 使	 v
26	 DBL	 25	 其它	 r
27	 VOB	 25	 应用	 v
28	 VOB	 27	 程序	 n
29	 ADV	 31	 无法	 v
30	 ADV	 31	 再	 d
31	 COO	 27	 访问	 v
32	 WP	 27	 ，	 wp
33	 COO	 27	 直到	 v
34	 ATT	 35	 该	 r
35	 POB	 33	 应用	 v
36	 VOB	 35	 程序	 n
37	 COO	 35	 释放	 v
38	 VOB	 37	 串口	 n
39	 WP	 6	 。	 wp

所以打开串口后，一定要关闭串口。
0	 ADV	 7	 所以	 c
1	 ATT	 3	 打开	 v
2	 VOB	 1	 串口	 n
3	 ADV	 7	 后	 nd
4	 WP	 3	 ，	 wp
5	 ADV	 6	 一定	 d
6	 ADV	 7	 要	 v
7	 HED	 -1	 关闭	 v
8	 VOB	 7	 串口	 v
9	 WP	 7	 。	 wp

关闭串口函数较简单。
0	 ADV	 4	 关闭	 v
1	 ATT	 2	 串口	 ns
2	 SBV	 4	 函数	 n
3	 ADV	 4	 较	 d
4	 HED	 -1	 简单	 a
5	 WP	 4	 。	 wp

返回值非0，则调用成功。
0	 SBV	 1	 返回	 v
1	 HED	 -1	 值非0	 v
2	 WP	 1	 ，	 wp
3	 ADV	 4	 则	 c
4	 COO	 1	 调用	 v
5	 CMP	 4	 成功	 a
6	 WP	 1	 。	 wp

4　Windows95的串行通信工作方式　　串行通信会话以调用CreateFile()函数打开串行口开始，接着设置串行口波特率、数据位、校验位、停止位等参数以及超时参数，最后选择一种工作方式读、写串行口。
0	 ATT	 1	 4	 m
1	 ATT	 11	 	 q
2	 ATT	 7	 Windows95	 ws
3	 RAD	 2	 的	 u
4	 ATT	 6	 串行	 v
5	 COO	 4	 通信	 v
6	 ATT	 7	 工作	 v
7	 ATT	 10	 方式	 n
8	 ATT	 10	 串行	 v
9	 COO	 8	 通信	 v
10	 ATT	 11	 会	 v
11	 SBV	 18	 话	 n
12	 ADV	 18	 以	 p
13	 POB	 12	 调用	 v
14	 ATT	 17	 CreateFile	 ws
15	 WP	 14	 (	 wp
16	 WP	 14	 )	 wp
17	 VOB	 13	 函数	 n
18	 HED	 -1	 打开	 v
19	 COO	 18	 串	 v
20	 VOB	 19	 行口	 n
21	 COO	 18	 开始	 v
22	 WP	 18	 ，	 wp
23	 ADV	 24	 接着	 c
24	 COO	 18	 设置	 v
25	 ATT	 34	 串	 v
26	 VOB	 25	 行口波特率	 n
27	 WP	 28	 、	 wp
28	 COO	 26	 数据位	 n
29	 WP	 30	 、	 wp
30	 COO	 26	 校验位	 n
31	 WP	 32	 、	 wp
32	 COO	 26	 停止位	 v
33	 RAD	 26	 等	 u
34	 VOB	 24	 参数	 n
35	 LAD	 36	 以及	 c
36	 COO	 34	 超时	 v
37	 VOB	 36	 参数	 n
38	 WP	 18	 ，	 wp
39	 ADV	 40	 最后	 nd
40	 COO	 18	 选择	 v
41	 ATT	 42	 一	 m
42	 ATT	 44	 种	 q
43	 ATT	 44	 工作	 v
44	 VOB	 40	 方式	 n
45	 COO	 40	 读	 v
46	 WP	 47	 、	 wp
47	 COO	 45	 写	 v
48	 ATT	 49	 串	 q
49	 VOB	 47	 行口	 n
50	 WP	 18	 。	 wp

在Windows95中，串行通信有两种工作方式可供选择：查询方式和事件驱动方式。
0	 ADV	 6	 在	 p
1	 ATT	 2	 Windows95	 ws
2	 POB	 0	 中	 nd
3	 WP	 0	 ，	 wp
4	 SBV	 6	 串行	 v
5	 COO	 4	 通信	 v
6	 HED	 -1	 有	 v
7	 ATT	 8	 两	 m
8	 ATT	 20	 种	 q
9	 ATT	 10	 工作	 v
10	 SBV	 12	 方式	 n
11	 ADV	 12	 可	 v
12	 ATT	 16	 供	 v
13	 VOB	 12	 选择	 v
14	 WP	 13	 ：	 wp
15	 COO	 13	 查询	 v
16	 SBV	 19	 方式	 n
17	 LAD	 18	 和	 c
18	 COO	 16	 事件	 n
19	 ATT	 20	 驱动	 v
20	 VOB	 6	 方式	 n
21	 WP	 6	 。	 wp

这两种工作方式各有优缺点，用户可以根据应用程序的实际需要选择其中的一种工作方式，下面对这两种工作方式分别介绍。
0	 ATT	 2	 这	 r
1	 ATT	 2	 两	 m
2	 ATT	 4	 种	 q
3	 ATT	 4	 工作	 v
4	 SBV	 6	 方式	 n
5	 ADV	 6	 各	 r
6	 HED	 -1	 有	 v
7	 VOB	 6	 优缺点	 n
8	 WP	 6	 ，	 wp
9	 SBV	 16	 用户	 n
10	 ADV	 16	 可以	 v
11	 ADV	 16	 根据	 p
12	 ATT	 15	 应用	 v
13	 VOB	 12	 程序	 n
14	 RAD	 12	 的	 u
15	 POB	 11	 实际	 n
