产业与环境INDUSTRY AND ENVIRONMENT1999年　第21卷　第1-2期　Vol。
0	 ATT	 1	 ﻿	 n
29	 COO	 26	 QELRCs	 v
30	 RAD	 26	 的	 u
31	 WP	 32	 “	 wp
32	 VOB	 11	 一部分	 m
33	 WP	 32	 ”	 wp
34	 WP	 6	 。	 wp

第12。
0	 HED	 -1	 第12	 m
1	 WP	 0	 。	 wp

3条没有规定附录I缔约方是否可以用某一固定量或一组不同量的CERs来满足其QELRCs。
0	 ATT	 1	 3	 m
1	 SBV	 3	 条	 q
2	 ADV	 3	 没有	 d
3	 HED	 -1	 规定	 v
4	 ATT	 6	 附录	 n
5	 VOB	 4	 I	 ws
6	 SBV	 21	 缔约方	 n
7	 ADV	 21	 是否	 v
8	 ADV	 21	 可以	 v
9	 ADV	 21	 用	 p
10	 ATT	 11	 某	 r
11	 ATT	 12	 一	 m
12	 POB	 9	 固定量	 n
13	 LAD	 17	 或	 c
14	 ATT	 15	 一	 m
15	 ATT	 17	 组	 q
16	 ATT	 17	 不同	 a
17	 COO	 12	 量	 n
18	 RAD	 17	 的	 u
19	 COO	 9	 CERs	 ws
20	 ADV	 21	 来	 v
21	 VOB	 3	 满足	 v
22	 ATT	 23	 其	 r
23	 VOB	 21	 QELRCs	 n
24	 WP	 3	 。	 wp

第12条也留下若干未解答的问题：CDM项目活动到底如何得到资助?什么东西能保证导致CERs的项目活动将有益于发展中国家的可持续发展?可以采用哪些方法论工具来证实排放量削减是比经认证的项目活动不存在时会产生的任何削减量多出来的?资助安排　　除第12。
0	 ATT	 1	 第12	 m
1	 ATT	 8	 条	 q
2	 ADV	 3	 也	 d
3	 ATT	 8	 留下	 v
4	 ADV	 6	 若干	 m
5	 ADV	 6	 未	 d
6	 VOB	 3	 解答	 v
7	 RAD	 3	 的	 u
8	 SBV	 15	 问题	 n
9	 WP	 8	 ：	 wp
10	 ATT	 11	 CDM	 ws
11	 ATT	 12	 项目	 n
12	 COO	 8	 活动	 v
13	 CMP	 12	 到底	 d
14	 ADV	 15	 如何	 r
15	 HED	 -1	 得到	 v
16	 VOB	 15	 资助	 v
17	 WP	 15	 ?	 wp

第12条也留下若干未解答的问题：CDM项目活动到底如何得到资助?什么东西能保证导致CERs的项目活动将有益于发展中国家的可持续发展?可以采用哪些方法论工具来证实排放量削减是比经认证的项目活动不存在时会产生的任何削减量多出来的?资助安排　　除第12。
0	 ATT	 1	 什么	 r
1	 SBV	 3	 东西	 n
2	 ADV	 3	 能	 v
3	 HED	 -1	 保证	 v
4	 ATT	 7	 导致	 v
5	 VOB	 4	 CERs	 ws
6	 RAD	 4	 的	 u
7	 ATT	 8	 项目	 n
8	 VOB	 3	 活动	 v
9	 ADV	 16	 将	 d
10	 ADV	 16	 有益	 a
11	 CMP	 10	 于	 p
12	 POB	 11	 发展中国家	 i
13	 RAD	 10	 的	 u
14	 ADV	 15	 可	 v
15	 ADV	 16	 持续	 v
16	 VOB	 8	 发展	 v
17	 WP	 3	 ?	 wp

第12条也留下若干未解答的问题：CDM项目活动到底如何得到资助?什么东西能保证导致CERs的项目活动将有益于发展中国家的可持续发展?可以采用哪些方法论工具来证实排放量削减是比经认证的项目活动不存在时会产生的任何削减量多出来的?资助安排　　除第12。
0	 ADV	 1	 可以	 v
1	 SBV	 8	 采用	 v
2	 ATT	 3	 哪些	 r
3	 VOB	 1	 方法论工具	 n
4	 ADV	 5	 来	 v
5	 COO	 1	 证实	 v
6	 ADV	 7	 排放量	 n
7	 VOB	 5	 削减	 v
8	 HED	 -1	 是	 v
9	 ADV	 19	 比	 p
10	 ADV	 16	 经	 p
11	 ATT	 13	 认证	 v
12	 RAD	 11	 的	 u
13	 ATT	 14	 项目	 n
14	 POB	 10	 活动	 v
15	 ADV	 16	 不	 d
16	 ATT	 17	 存在	 v
17	 POB	 9	 时	 n
18	 ADV	 19	 会	 v
19	 ATT	 23	 产生	 v
20	 RAD	 19	 的	 u
21	 ATT	 23	 任何	 r
22	 ATT	 23	 削减	 v
23	 SBV	 24	 量	 n
24	 VOB	 8	 多	 v
25	 CMP	 24	 出来	 v
26	 RAD	 24	 的	 u
27	 WP	 8	 ?	 wp

第12条也留下若干未解答的问题：CDM项目活动到底如何得到资助?什么东西能保证导致CERs的项目活动将有益于发展中国家的可持续发展?可以采用哪些方法论工具来证实排放量削减是比经认证的项目活动不存在时会产生的任何削减量多出来的?资助安排　　除第12。
0	 SBV	 1	 资助	 v
1	 HED	 -1	 安排	 v
2	 COO	 1	 除	 v
3	 VOB	 2	 第12	 m
4	 WP	 1	 。	 wp

2和12。
0	 HED	 -1	 2	 m
1	 LAD	 2	 和	 c
2	 COO	 0	 12	 m
3	 WP	 0	 。	 wp

3条中模棱两可的用词外，关于CDM项目资金安排也缺乏清晰度。
0	 ATT	 1	 3	 m
1	 ATT	 2	 条	 q
2	 ADV	 3	 中	 nd
3	 ATT	 5	 模棱两可	 v
4	 RAD	 3	 的	 u
5	 ATT	 6	 用词	 n
6	 ADV	 14	 外	 nd
7	 WP	 6	 ，	 wp
8	 SBV	 14	 关于	 p
9	 ATT	 10	 CDM	 ws
10	 ATT	 11	 项目	 n
11	 POB	 8	 资金	 n
12	 SBV	 14	 安排	 v
13	 ADV	 14	 也	 d
14	 HED	 -1	 缺乏	 v
15	 VOB	 14	 清晰度	 n
16	 WP	 14	 。	 wp

第12。
0	 HED	 -1	 第12	 m
1	 WP	 0	 。	 wp

5条只是说，CDM“必要时将帮助安排经认证项目活动的资助”。
0	 ATT	 1	 5	 m
1	 SBV	 3	 条	 q
2	 ADV	 3	 只是	 d
3	 HED	 -1	 说	 v
4	 WP	 3	 ，	 wp
5	 SBV	 17	 CDM	 ws
6	 WP	 17	 “	 wp
7	 ATT	 8	 必要	 a
8	 ADV	 17	 时	 n
9	 ADV	 17	 将	 p
10	 POB	 9	 帮助	 v
11	 VOB	 10	 安排	 v
12	 ADV	 15	 经	 p
13	 ATT	 14	 认证	 v
14	 POB	 12	 项目	 n
15	 VOB	 10	 活动	 v
16	 RAD	 10	 的	 u
17	 VOB	 3	 资助	 v
18	 WP	 17	 ”	 wp
19	 WP	 3	 。	 wp

还不清楚的是，是否要建立一种新基金，是否要撬动现有资金来源，或者是否只对某些项目活动匹配潜在资助者。
0	 ADV	 1	 还	 d
1	 ADV	 4	 不	 d
2	 SBV	 4	 清楚	 a
3	 RAD	 2	 的	 u
4	 HED	 -1	 是	 v
5	 WP	 4	 ，	 wp
6	 ADV	 7	 是否	 v
7	 ADV	 8	 要	 v
8	 VOB	 4	 建立	 v
9	 ATT	 10	 一	 m
10	 ATT	 12	 种	 q
11	 ATT	 12	 新	 a
12	 VOB	 8	 基金	 n
13	 WP	 8	 ，	 wp
14	 ADV	 16	 是否	 v
15	 ADV	 16	 要	 v
16	 COO	 8	 撬	 v
17	 CMP	 16	 动	 v
18	 ATT	 20	 现有	 v
19	 ATT	 20	 资金	 n
20	 VOB	 16	 来源	 n
21	 WP	 8	 ，	 wp
22	 ADV	 28	 或者	 c
23	 ADV	 28	 是否	 v
24	 ADV	 28	 只	 d
25	 ADV	 28	 对	 p
26	 ATT	 27	 某些	 r
27	 POB	 25	 项目	 n
28	 COO	 8	 活动	 v
29	 CMP	 28	 匹配	 v
30	 ATT	 31	 潜在	 b
31	 VOB	 29	 资助者	 n
32	 WP	 4	 。	 wp

第12。
0	 HED	 -1	 第12	 m
1	 WP	 0	 。	 wp

8条没有明确规定，那些对气候变化的有害效应最脆弱的发展中国家缔约方，到底能用“经认证的项目活动的经费收入中”的多大“份额”来覆盖行政管理费和帮助覆盖适应费用。
0	 ATT	 1	 8	 m
1	 SBV	 4	 条	 q
2	 ADV	 4	 没有	 d
3	 ADV	 4	 明确	 a
4	 HED	 -1	 规定	 v
5	 WP	 4	 ，	 wp
6	 ATT	 37	 那些	 r
7	 ADV	 27	 对	 p
8	 SBV	 9	 气候	 n
9	 ATT	 17	 变化	 v
10	 RAD	 9	 的	 u
11	 ATT	 12	 有害	 a
12	 SBV	 14	 效应	 n
13	 ADV	 14	 最	 d
14	 ATT	 17	 脆弱	 a
15	 RAD	 14	 的	 u
16	 ATT	 17	 发展中国家	 i
17	 POB	 7	 缔约方	 n
18	 WP	 7	 ，	 wp
19	 ADV	 20	 到底	 d
20	 ADV	 27	 能	 v
21	 ADV	 27	 用	 p
22	 WP	 24	 “	 wp
23	 ADV	 24	 经	 p
24	 ATT	 26	 认证	 v
25	 RAD	 24	 的	 u
26	 POB	 21	 项目	 n
27	 ATT	 37	 活动	 v
28	 RAD	 27	 的	 u
29	 ATT	 30	 经费	 n
30	 ATT	 31	 收入	 n
31	 ATT	 37	 中	 nd
32	 WP	 31	 ”	 wp
33	 RAD	 31	 的	 u
34	 ADV	 35	 多	 d
35	 ATT	 37	 大	 a
36	 WP	 37	 “	 wp
37	 SBV	 40	 份额	 n
38	 WP	 37	 ”	 wp
39	 ADV	 40	 来	 v
40	 VOB	 4	 覆盖	 v
41	 ATT	 42	 行政	 n
42	 VOB	 40	 管理费	 n
43	 LAD	 44	 和	 c
44	 COO	 40	 帮助	 v
45	 VOB	 44	 覆盖	 v
46	 COO	 45	 适应	 v
47	 VOB	 46	 费用	 n
48	 WP	 4	 。	 wp

事实上，还不十分清楚的是，将如何同时使用CERs来抵销附录I缔约方的QELRCs和在开放市场交易中如何使CERs货币化。
0	 ADV	 7	 事实上	 i
1	 WP	 0	 ，	 wp
2	 ADV	 3	 还	 d
3	 ADV	 5	 不	 d
4	 ADV	 5	 十分	 m
5	 SBV	 7	 清楚	 a
6	 RAD	 5	 的	 u
7	 HED	 -1	 是	 v
8	 WP	 7	 ，	 wp
9	 ADV	 12	 将	 p
10	 POB	 9	 如何	 r
11	 ADV	 12	 同时	 d
12	 ATT	 20	 使用	 v
13	 VOB	 12	 CERs	 ws
14	 ADV	 15	 来	 v
15	 COO	 12	 抵销	 v
16	 ATT	 18	 附录	 n
17	 VOB	 16	 I	 ws
18	 VOB	 15	 缔约方	 n
19	 RAD	 12	 的	 u
20	 ATT	 26	 QELRCs	 n
21	 LAD	 25	 和	 c
22	 ADV	 25	 在	 p
23	 ATT	 24	 开放	 v
24	 POB	 22	 市场	 n
25	 COO	 20	 交易	 v
26	 ADV	 28	 中	 nd
27	 ADV	 28	 如何	 r
28	 COO	 7	 使	 v
29	 DBL	 28	 CERs	 ws
30	 VOB	 28	 货币化	 v
31	 WP	 7	 。	 wp

私有部门的专门作用　　对于发展中国家的私有部门实体，CDM的最令人感兴趣的要素是在第12。
0	 ATT	 5	 私有	 v
1	 VOB	 0	 部门	 n
2	 RAD	 0	 的	 u
3	 ATT	 5	 专门	 b
4	 ATT	 5	 作用	 n
5	 SBV	 16	 	 n
6	 ADV	 16	 对于	 p
7	 ATT	 11	 发展中国家	 i
8	 RAD	 7	 的	 u
9	 ATT	 10	 私有	 v
10	 ATT	 11	 部门	 n
11	 POB	 6	 实体	 n
12	 WP	 6	 ，	 wp
13	 SBV	 16	 CDM	 ws
14	 RAD	 13	 的	 u
15	 ADV	 16	 最	 d
16	 ATT	 21	 令	 v
17	 DBL	 16	 人	 n
18	 VOB	 16	 感	 v
19	 VOB	 18	 兴趣	 n
20	 RAD	 16	 的	 u
21	 SBV	 22	 要素	 n
22	 HED	 -1	 是	 v
23	 CMP	 22	 在	 p
24	 VOB	 23	 第12	 m
25	 WP	 22	 。	 wp

9条中明确承认“私有和/或公有实体”可以获得CERs。
0	 ATT	 1	 9	 m
1	 ATT	 2	 条	 q
2	 ADV	 4	 中	 nd
3	 ADV	 4	 明确	 a
4	 HED	 -1	 承认	 v
5	 WP	 6	 “	 wp
6	 COO	 4	 私有	 v
7	 LAD	 11	 和	 c
8	 WP	 11	 /	 wp
9	 LAD	 11	 或	 c
10	 ATT	 11	 公有	 b
11	 SBV	 14	 实体	 n
12	 WP	 11	 ”	 wp
13	 ADV	 14	 可以	 v
14	 COO	 4	 获得	 v
15	 VOB	 14	 CERs	 ws
16	 WP	 4	 。	 wp

如果公有和/或私有部门实体获得的CERs可以用来抵销附录I缔约的QELRCs，则附录I缔约方或者需要从持有该CERs的实体购买这些CERs或者自己直接获得CERs。
0	 ADV	 8	 如果	 c
1	 ATT	 6	 公有	 b
2	 LAD	 5	 和	 c
3	 WP	 5	 /	 wp
4	 ADV	 5	 或	 c
5	 ATT	 6	 私有	 v
6	 ATT	 7	 部门	 n
7	 SBV	 8	 实体	 n
8	 HED	 -1	 获得	 v
9	 FOB	 12	 的	 u
10	 SBV	 12	 CERs	 ws
11	 ADV	 12	 可以	 v
12	 ATT	 20	 用	 v
13	 CMP	 12	 来	 v
14	 COO	 12	 抵	 v
15	 COO	 14	 销	 v
16	 VOB	 14	 附录	 n
17	 SBV	 18	 I	 ws
18	 COO	 14	 缔约	 v
19	 RAD	 12	 的	 u
20	 VOB	 8	 QELRCs	 n
21	 WP	 8	 ，	 wp
22	 ADV	 27	 则	 c
23	 ATT	 25	 附录	 n
24	 VOB	 23	 I	 ws
25	 SBV	 27	 缔约方	 n
26	 ADV	 27	 或者	 c
27	 COO	 8	 需要	 v
28	 ADV	 34	 从	 p
29	 ATT	 33	 持有	 v
30	 ATT	 31	 该	 r
31	 VOB	 29	 CERs	 ws
32	 RAD	 29	 的	 u
33	 POB	 28	 实体	 n
34	 VOB	 27	 购买	 v
35	 ATT	 36	 这些	 r
36	 VOB	 34	 CERs	 ws
37	 LAD	 40	 或者	 c
38	 SBV	 40	 自己	 r
39	 ADV	 40	 直接	 a
40	 COO	 34	 获得	 v
41	 VOB	 40	 CERs	 ws
42	 WP	 8	 。	 wp

在此，《议定书》没有明确规定其中任意一种交易可以采取的体制形式。
0	 ADV	 8	 在	 p
1	 POB	 0	 此	 r
2	 WP	 0	 ，	 wp
3	 WP	 4	 《	 wp
4	 SBV	 8	 议定书	 n
5	 WP	 4	 》	 wp
6	 ADV	 8	 没有	 d
7	 ADV	 8	 明确	 a
8	 HED	 -1	 规定	 v
9	 ATT	 13	 其中	 r
10	 ATT	 11	 任意	 d
11	 ATT	 12	 一	 m
12	 ATT	 13	 种	 q
13	 SBV	 15	 交易	 n
14	 ADV	 15	 可以	 v
15	 ATT	 18	 采取	 v
16	 RAD	 15	 的	 u
17	 ATT	 18	 体制	 n
18	 VOB	 8	 形式	 n
19	 WP	 8	 。	 wp

需要回答的重要问题是，发展中国家的工业企业和私有部门是否可以平等地参与碳补偿投资市场，或者开放市场交易是否会主要有利于发达国家的工业企业和集团。
0	 ATT	 4	 需要	 v
1	 VOB	 0	 回答	 v
2	 RAD	 0	 的	 u
3	 ATT	 4	 重要	 a
4	 SBV	 5	 问题	 n
5	 HED	 -1	 是	 v
6	 WP	 5	 ，	 wp
7	 ATT	 10	 发展中国家	 i
8	 RAD	 7	 的	 u
9	 ATT	 10	 工业	 n
10	 SBV	 18	 企业	 n
11	 LAD	 13	 和	 c
12	 ATT	 13	 私有	 v
13	 COO	 10	 部门	 n
14	 ADV	 18	 是否	 v
15	 ADV	 18	 可以	 v
16	 ADV	 18	 平等	 a
17	 RAD	 16	 地	 u
18	 COO	 5	 参与	 v
19	 VOB	 18	 碳	 n
20	 COO	 18	 补偿	 v
21	 COO	 20	 投资	 v
22	 VOB	 21	 市场	 n
23	 WP	 18	 ，	 wp
24	 ADV	 25	 或者	 c
25	 SBV	 31	 开放	 v
26	 ATT	 29	 市场	 n
27	 ATT	 29	 交易	 v
28	 ATT	 29	 是否	 v
29	 SBV	 31	 会	 v
30	 ADV	 31	 主要	 d
31	 COO	 18	 有利于	 v
32	 ATT	 35	 发达国家	 i
33	 RAD	 32	 的	 u
34	 ATT	 35	 工业	 n
35	 VOB	 31	 企业	 n
36	 LAD	 37	 和	 c
37	 COO	 35	 集团	 n
38	 WP	 5	 。	 wp

　　显然，如果CER投资业务要在全球GHG排放市场范畴出现，则它可能发生显著量的资本。
0	 SBV	 1	 	 v
1	 HED	 -1	 显然	 a
2	 WP	 1	 ，	 wp
3	 ADV	 5	 如果	 c
4	 SBV	 5	 CER	 ws
5	 COO	 1	 投资	 v
6	 VOB	 5	 业务	 n
7	 ADV	 11	 要	 v
8	 ADV	 11	 在	 p
9	 ATT	 10	 全球	 n
10	 POB	 8	 GHG	 ws
11	 COO	 5	 排放	 v
12	 ATT	 13	 市场	 n
13	 SBV	 14	 范畴	 n
14	 VOB	 11	 出现	 v
15	 WP	 5	 ，	 wp
16	 ADV	 19	 则	 c
17	 SBV	 19	 它	 r
18	 ADV	 19	 可能	 v
19	 COO	 5	 发生	 v
20	 ATT	 21	 显著	 a
21	 ATT	 23	 量	 n
22	 RAD	 21	 的	 u
23	 VOB	 19	 资本	 n
24	 WP	 5	 。	 wp

问题是发展中国家的市场基础设施是否允许发展中国家企业从这种业务中获益。
0	 SBV	 1	 问题	 n
1	 HED	 -1	 是	 v
2	 ATT	 6	 发展中国家	 i
3	 RAD	 2	 的	 u
4	 ATT	 6	 市场	 n
5	 ATT	 6	 基础	 n
6	 SBV	 8	 设施	 n
7	 ADV	 8	 是否	 v
8	 VOB	 1	 允许	 v
9	 ATT	 10	 发展中国家	 i
10	 SBV	 15	 企业	 n
11	 ADV	 15	 从	 p
12	 ATT	 13	 这种	 r
13	 ATT	 14	 业务	 n
14	 POB	 11	 中	 nd
15	 VOB	 8	 获益	 v
16	 WP	 1	 。	 wp

在描述其在碳补尝投资业务方面的作用时，世界银行认为，GHG补偿的潜在效益包括“进入发展中国家和过渡经济国家的资源租赁流，经合组织国家的费用节省，绿色技术的传播和转让”，以及环境条件的改善5。
0	 ADV	 15	 在	 p
1	 ATT	 11	 描述	 v
2	 ATT	 10	 其	 r
3	 ATT	 10	 在	 p
4	 SBV	 5	 碳补	 n
5	 ATT	 8	 尝	 v
6	 ATT	 7	 投资	 v
7	 VOB	 5	 业务	 n
8	 POB	 3	 方面	 n
9	 RAD	 3	 的	 u
10	 VOB	 1	 作用	 n
11	 POB	 0	 时	 n
12	 WP	 0	 ，	 wp
13	 ATT	 14	 世界	 n
14	 SBV	 15	 银行	 n
15	 HED	 -1	 认为	 v
16	 WP	 15	 ，	 wp
17	 SBV	 18	 GHG	 ws
18	 ATT	 21	 补偿	 v
19	 RAD	 18	 的	 u
20	 ATT	 21	 潜在	 b
21	 SBV	 22	 效益	 n
22	 ADV	 24	 包括	 v
23	 WP	 24	 “	 wp
24	 VOB	 15	 进入	 v
25	 ATT	 31	 发展中国家	 i
26	 LAD	 29	 和	 c
27	 ATT	 29	 过渡	 v
28	 ATT	 29	 经济	 n
29	 COO	 25	 国家	 n
30	 RAD	 25	 的	 u
31	 VOB	 24	 资源	 n
32	 COO	 24	 租赁流	 v
33	 WP	 32	 ，	 wp
34	 ATT	 35	 经合	 j
35	 ATT	 36	 组织	 n
36	 ATT	 38	 国家	 n
37	 RAD	 36	 的	 u
38	 SBV	 39	 费用	 n
39	 COO	 32	 节省	 v
40	 WP	 24	 ，	 wp
41	 ATT	 42	 绿色	 n
42	 ATT	 44	 技术	 n
43	 RAD	 42	 的	 u
44	 COO	 24	 传播	 v
45	 LAD	 46	 和	 c
46	 COO	 44	 转让	 v
47	 WP	 44	 ”	 wp
48	 WP	 24	 ，	 wp
49	 LAD	 53	 以及	 c
50	 ATT	 51	 环境	 n
51	 SBV	 53	 条件	 n
52	 RAD	 51	 的	 u
53	 COO	 24	 改善	 v
54	 VOB	 53	 5	 m
55	 WP	 15	 。	 wp

虽然这可能是一种似乎有理的经济期望，但第12条中使用的语言不能保证发展中国家以附录I缔约方所承担的潜在削减项目与非附录I缔约方所承担的项目之间差异的费用得到一份。
0	 ADV	 3	 虽然	 c
1	 SBV	 3	 这	 r
2	 ADV	 3	 可能	 v
3	 HED	 -1	 是	 v
4	 ATT	 5	 一	 m
5	 ATT	 10	 种	 q
6	 ADV	 7	 似乎	 d
7	 ATT	 10	 有理	 a
8	 RAD	 7	 的	 u
9	 ATT	 10	 经济	 n
10	 VOB	 3	 期望	 v
11	 WP	 3	 ，	 wp
12	 ADV	 45	 但	 c
13	 ATT	 14	 第12	 m
14	 ATT	 32	 条	 q
15	 ADV	 16	 中	 nd
16	 ATT	 18	 使用	 v
17	 RAD	 16	 的	 u
18	 SBV	 21	 语言	 n
19	 ADV	 20	 不	 d
20	 ADV	 21	 能	 v
21	 ATT	 32	 保证	 v
22	 SBV	 28	 发展中国家	 i
23	 ADV	 28	 以	 p
24	 ATT	 26	 附录	 n
25	 VOB	 24	 I	 ws
26	 POB	 23	 缔约方	 n
27	 LAD	 28	 所	 u
28	 VOB	 21	 承担	 v
29	 RAD	 21	 的	 u
30	 ATT	 32	 潜在	 b
31	 ATT	 32	 削减	 v
32	 ATT	 42	 项目	 n
33	 ADV	 38	 与	 p
34	 ATT	 36	 非附录	 b
35	 ATT	 36	 I	 ws
36	 POB	 33	 缔约方	 n
37	 LAD	 38	 所	 u
38	 ATT	 40	 承担	 v
39	 RAD	 38	 的	 u
40	 ATT	 41	 项目	 n
41	 ATT	 42	 之间	 nd
42	 ATT	 44	 差异	 n
43	 RAD	 42	 的	 u
44	 SBV	 45	 费用	 n
45	 COO	 3	 得到	 v
46	 ATT	 47	 一	 m
47	 VOB	 45	 份	 q
48	 WP	 3	 。	 wp

　　发展中国家的私有部门实体需要确保与CDM项目活动有关的基准和形式确实有益于国家可持续发展目标，同时也要确保CDM项目所产生的货币化收益份额中有一个“足够”部分来覆盖适应费用。
0	 SBV	 6	 	 v
1	 ATT	 5	 发展中国家	 i
2	 RAD	 1	 的	 u
3	 ATT	 4	 私有	 v
4	 ATT	 5	 部门	 n
5	 VOB	 0	 实体	 n
6	 HED	 -1	 需要	 v
7	 VOB	 6	 确保	 v
8	 ADV	 12	 与	 p
9	 ATT	 10	 CDM	 ws
10	 ATT	 11	 项目	 n
11	 POB	 8	 活动	 v
12	 ATT	 14	 有关	 v
13	 RAD	 12	 的	 u
14	 SBV	 23	 基准	 n
15	 LAD	 20	 和	 c
16	 SBV	 18	 形式	 n
17	 ADV	 18	 确实	 a
18	 ATT	 20	 有益	 a
19	 CMP	 18	 于	 p
20	 COO	 14	 国家	 n
21	 ADV	 22	 可	 v
22	 ADV	 23	 持续	 v
23	 VOB	 7	 发展	 v
24	 VOB	 23	 目标	 n
25	 WP	 7	 ，	 wp
26	 ADV	 29	 同时	 c
27	 ADV	 28	 也	 d
28	 ADV	 29	 要	 v
29	 COO	 7	 确保	 v
30	 ATT	 31	 CDM	 ws
31	 SBV	 33	 项目	 n
32	 LAD	 33	 所	 u
33	 ATT	 37	 产生	 v
34	 RAD	 33	 的	 u
35	 ATT	 37	 货币化	 v
36	 VOB	 35	 收益	 n
37	 ATT	 38	 份额	 n
38	 SBV	 39	 中	 nd
39	 VOB	 29	 有	 v
40	 ATT	 48	 一个	 m
41	 WP	 42	 “	 wp
42	 ADV	 48	 足够	 v
43	 WP	 42	 ”	 wp
44	 ATT	 48	 部分	 n
45	 ADV	 46	 来	 v
46	 ATT	 48	 覆盖	 v
47	 COO	 46	 适应	 v
48	 VOB	 39	 费用	 n
49	 WP	 6	 。	 wp

排放量削减活动：各机制之间的不一致　　尽管排放量削减活动是所有三种机制(即JI、CDM和ET)的一个重要组成部分，但在这三种机制之间存在着许多与这样一些活动的实施方式相联系的不一致。
0	 SBV	 1	 排放量	 n
1	 HED	 -1	 削减	 v
2	 VOB	 1	 活动	 v
3	 WP	 1	 ：	 wp
4	 ATT	 5	 各	 r
5	 ATT	 6	 机制	 n
6	 ATT	 9	 之间	 nd
7	 RAD	 6	 的	 u
8	 ADV	 9	 不	 d
9	 ADV	 10	 一致	 a
10	 VOB	 1	 	 v
11	 ADV	 13	 尽管	 c
12	 ADV	 13	 排放量	 n
13	 COO	 10	 削减	 v
14	 SBV	 15	 活动	 v
15	 VOB	 13	 是	 v
16	 ATT	 19	 所有	 b
17	 ATT	 18	 三	 m
18	 ATT	 19	 种	 q
19	 VOB	 13	 机制	 n
20	 WP	 19	 (	 wp
21	 CMP	 19	 即	 v
22	 VOB	 21	 JI	 ws
23	 WP	 24	 、	 wp
24	 VOB	 21	 CDM	 ws
25	 LAD	 26	 和	 c
26	 COO	 13	 ET	 ws
27	 WP	 10	 )	 wp
28	 RAD	 10	 的	 u
29	 ATT	 31	 一个	 m
30	 ATT	 31	 重要	 a
31	 COO	 28	 组成部分	 i
32	 WP	 1	 ，	 wp
33	 ADV	 40	 但	 c
34	 ADV	 40	 在	 p
35	 ATT	 37	 这	 r
36	 ATT	 37	 三	 m
37	 ATT	 38	 种	 q
38	 ATT	 39	 机制	 n
39	 POB	 34	 之间	 nd
40	 COO	 1	 存在	 v
41	 RAD	 40	 着	 u
42	 ATT	 54	 许多	 m
43	 ADV	 51	 与	 p
44	 ATT	 49	 这样	 r
45	 ATT	 49	 一些	 m
46	 ATT	 49	 活动	 v
47	 RAD	 46	 的	 u
48	 ATT	 49	 实施	 v
49	 POB	 43	 方式	 n
50	 ADV	 51	 相	 d
51	 SBV	 54	 联系	 v
52	 RAD	 51	 的	 u
53	 ADV	 54	 不	 d
54	 VOB	 40	 一致	 a
55	 WP	 1	 。	 wp

这些不一致大部分起因于第6条、第12条和第17条的制定，其中对于类似的活动使用了不同术语，且其中对与排放量削减活动的实施有关的基准的说明并非始终如一。
0	 ATT	 4	 这些	 r
1	 ADV	 2	 不	 d
2	 ATT	 4	 一致	 a
3	 ATT	 4	 大部分	 m
4	 SBV	 15	 起因	 n
5	 ADV	 15	 于	 p
6	 ATT	 7	 第6	 m
7	 POB	 5	 条	 q
8	 WP	 10	 、	 wp
9	 ATT	 10	 第12	 m
10	 COO	 7	 条	 q
11	 LAD	 13	 和	 c
12	 ATT	 13	 第17	 m
13	 COO	 7	 条	 q
14	 RAD	 7	 的	 u
15	 HED	 -1	 制定	 v
16	 WP	 15	 ，	 wp
17	 ADV	 22	 其中	 r
18	 ADV	 22	 对于	 p
19	 ATT	 21	 类似	 a
20	 RAD	 19	 的	 u
21	 POB	 18	 活动	 v
22	 VOB	 15	 使用	 v
23	 RAD	 22	 了	 u
24	 ATT	 25	 不同	 a
25	 VOB	 22	 术语	 n
26	 WP	 15	 ，	 wp
27	 ADV	 35	 且	 c
28	 ADV	 35	 其中	 r
29	 ADV	 35	 对	 p
30	 ADV	 32	 与	 p
31	 POB	 30	 排放量	 n
32	 POB	 29	 削减	 v
33	 VOB	 32	 活动	 v
34	 RAD	 29	 的	 u
35	 SBV	 40	 实施	 v
36	 ATT	 38	 有关	 v
37	 RAD	 36	 的	 u
38	 VOB	 35	 基准	 n
39	 RAD	 35	 的	 u
40	 COO	 15	 说明	 v
41	 ADV	 42	 并非	 v
42	 VOB	 40	 始终如一	 i
43	 WP	 15	 。	 wp

有必要详细阐述这些机制之间的差异对CDM的实施有影响的三大领域，即活动的覆盖范围、制约排放量削减项目的基准/形式、和不同机制的起始日期。
0	 ATT	 6	 有	 v
1	 ADV	 3	 必要	 a
2	 COO	 1	 详细	 a
3	 VOB	 0	 阐述	 v
4	 ATT	 5	 这些	 r
5	 VOB	 3	 机制	 n
6	 ATT	 8	 之间	 nd
7	 RAD	 6	 的	 u
8	 SBV	 12	 差异	 n
9	 ADV	 12	 对	 p
10	 POB	 9	 CDM	 ws
11	 RAD	 9	 的	 u
12	 HED	 -1	 实施	 v
13	 ATT	 18	 有	 v
14	 VOB	 13	 影响	 v
15	 RAD	 13	 的	 u
16	 ATT	 18	 三	 m
17	 ATT	 18	 大	 a
18	 VOB	 12	 领域	 n
19	 WP	 18	 ，	 wp
20	 CMP	 18	 即	 v
21	 VOB	 20	 活动	 v
22	 RAD	 20	 的	 u
23	 COO	 12	 覆盖	 v
24	 VOB	 23	 范围	 n
25	 WP	 26	 、	 wp
26	 COO	 23	 制约	 v
