【 文献号 】1-387【原文出处】中国软科学【原刊地名】京【原刊期号】199612【原刊页号】70-74【分 类 号】F102【分 类 名】劳动经济与人力资源管理【 作  者 】农业部农村经济研究中心课题组【复印期号】199702【 标  题 】农村劳动力外出就业对农民、农业及输出地的影响与对策【 正  文 】    引言    ９０年代以来，农村劳动力大规模跨城乡流动，成为国内外普遍关注的现象之一。
0	 ATT	 6	 ﻿	 v
25	 VOB	 24	 劳动力	 n
26	 RAD	 24	 的	 u
27	 ATT	 28	 比重	 n
28	 POB	 23	 曲线	 n
29	 WP	 20	 ，	 wp
30	 ADV	 31	 基本	 a
31	 COO	 20	 呈	 v
32	 VOB	 31	 倒Ｕ字型	 n
33	 WP	 14	 。	 wp

即：中等偏低收入户外出打工的数量最大；对于最低收入户和贫困户而言，他们主动利用这种机会的能力是有限的。
0	 ADV	 11	 即	 v
1	 WP	 0	 ：	 wp
2	 ATT	 5	 中等	 b
3	 ATT	 5	 偏	 a
4	 ATT	 5	 低收入	 n
5	 SBV	 6	 户	 n
6	 ATT	 9	 外出	 v
7	 COO	 6	 打工	 v
8	 RAD	 6	 的	 u
9	 SBV	 11	 数量	 n
10	 ADV	 11	 最	 d
11	 HED	 -1	 大	 a
12	 WP	 11	 ；	 wp

即：中等偏低收入户外出打工的数量最大；对于最低收入户和贫困户而言，他们主动利用这种机会的能力是有限的。
0	 ADV	 15	 对于	 p
1	 ATT	 2	 最低	 a
2	 ATT	 3	 收入	 n
3	 POB	 0	 户	 n
4	 LAD	 5	 和	 c
5	 COO	 3	 贫困户	 n
6	 RAD	 0	 而言	 u
7	 WP	 0	 ，	 wp
8	 SBV	 10	 他们	 r
9	 ADV	 10	 主动	 a
10	 ATT	 14	 利用	 v
11	 ATT	 12	 这种	 r
12	 VOB	 10	 机会	 n
13	 RAD	 10	 的	 u
14	 SBV	 15	 能力	 n
15	 HED	 -1	 是	 v
16	 VOB	 15	 有限	 a
17	 RAD	 16	 的	 u
18	 WP	 15	 。	 wp

            ２．既是农业剩余劳动力，又是农村知识青年。
0	 SBV	 2	 ２．	 m
1	 ADV	 2	 既	 c
2	 HED	 -1	 是	 v
3	 SBV	 4	 农业	 n
4	 VOB	 2	 剩余	 v
5	 VOB	 4	 劳动力	 n
6	 WP	 2	 ，	 wp
7	 ADV	 8	 又	 c
8	 COO	 2	 是	 v
9	 ATT	 10	 农村	 n
10	 VOB	 8	 知识青年	 i
11	 WP	 2	 。	 wp

    我们把现有生产力水平下劳均合理负担耕地容纳的就业和已在乡镇企业就业以外的劳动力，定义为剩余劳动力。
0	 SBV	 5	 我们	 r
1	 ADV	 5	 把	 p
2	 ATT	 3	 现有	 v
3	 ATT	 4	 生产力	 n
4	 POB	 1	 水平	 n
5	 HED	 -1	 下	 v
6	 VOB	 5	 劳	 n
7	 ADV	 8	 均	 d
8	 ADV	 9	 合理	 a
9	 COO	 5	 负担	 v
10	 SBV	 11	 耕地	 n
11	 ATT	 21	 容纳	 v
12	 RAD	 11	 的	 u
13	 ATT	 21	 就业	 v
14	 LAD	 18	 和	 c
15	 ADV	 18	 已	 d
16	 ADV	 18	 在	 p
17	 POB	 16	 乡镇企业	 n
18	 ATT	 19	 就业	 v
19	 ATT	 21	 以外	 nd
20	 RAD	 19	 的	 u
21	 VOB	 9	 劳动力	 n
22	 WP	 5	 ，	 wp
23	 COO	 5	 定义	 v
24	 CMP	 23	 为	 v
25	 ATT	 26	 剩余	 v
26	 VOB	 24	 劳动力	 n
27	 WP	 5	 。	 wp

这样，四川、安徽两省的农村剩余劳动力数量分别为１９１４万人和１１３４万人，占农村劳动力总数的３７．１％和４４．６％，是中国农村不充分就业最突出的地区。
0	 ADV	 13	 这样	 r
1	 WP	 0	 ，	 wp
2	 ATT	 6	 四川	 ns
3	 WP	 4	 、	 wp
4	 COO	 2	 安徽	 ns
5	 ATT	 6	 两	 m
6	 ATT	 10	 省	 n
7	 RAD	 6	 的	 u
8	 ATT	 10	 农村	 n
9	 ATT	 10	 剩余	 v
10	 ATT	 11	 劳动力	 n
11	 SBV	 13	 数量	 n
12	 ADV	 13	 分别	 d
13	 HED	 -1	 为	 v
14	 ATT	 15	 １９１４万	 m
15	 VOB	 13	 人	 n
16	 LAD	 18	 和	 c
17	 ATT	 18	 １１３４万	 m
18	 COO	 15	 人	 n
19	 WP	 13	 ，	 wp
20	 COO	 13	 占	 v
21	 ATT	 22	 农村	 n
22	 ATT	 23	 劳动力	 n
23	 ATT	 25	 总数	 n
24	 RAD	 23	 的	 u
25	 VOB	 20	 ３７．１％	 m
26	 LAD	 27	 和	 c
27	 COO	 25	 ４４．６％	 m
28	 WP	 13	 ，	 wp
29	 COO	 13	 是	 v
30	 ATT	 31	 中国	 ns
31	 SBV	 34	 农村	 n
32	 ADV	 33	 不	 d
33	 ADV	 34	 充分	 a
34	 ATT	 38	 就业	 v
35	 ADV	 36	 最	 d
36	 ATT	 38	 突出	 a
37	 RAD	 36	 的	 u
38	 VOB	 29	 地区	 n
39	 WP	 13	 。	 wp

但问题是，农村劳动力的流动，是否会加剧已存在的农业劳动力总量过剩而高素质劳动力不足的矛盾？是否会导致农业比较效益的进一步下降和劳动相对剩余状况更趋严重？这是在一般发展中国家和发达国家工业化进程中曾经出现过的情况，显然应引起我们的重视。
0	 ADV	 2	 但	 c
1	 SBV	 2	 问题	 n
2	 HED	 -1	 是	 v
3	 WP	 2	 ，	 wp
4	 ATT	 5	 农村	 n
5	 ADV	 7	 劳动力	 n
6	 RAD	 5	 的	 u
7	 VOB	 2	 流动	 v
8	 WP	 2	 ，	 wp
9	 ADV	 10	 是否	 v
10	 ADV	 11	 会	 v
11	 VOB	 2	 加剧	 v
12	 ADV	 13	 已	 d
13	 ATT	 17	 存在	 v
14	 RAD	 13	 的	 u
15	 ATT	 16	 农业	 n
16	 ATT	 17	 劳动力	 n
17	 SBV	 18	 总量	 n
18	 VOB	 11	 过剩	 v
19	 ADV	 23	 而	 c
20	 ATT	 21	 高	 a
21	 ATT	 22	 素质	 n
22	 SBV	 23	 劳动力	 n
23	 COO	 18	 不足	 a
24	 RAD	 18	 的	 u
25	 COO	 11	 矛盾	 a
26	 WP	 2	 ？	 wp

但问题是，农村劳动力的流动，是否会加剧已存在的农业劳动力总量过剩而高素质劳动力不足的矛盾？是否会导致农业比较效益的进一步下降和劳动相对剩余状况更趋严重？这是在一般发展中国家和发达国家工业化进程中曾经出现过的情况，显然应引起我们的重视。
0	 ADV	 2	 是否	 v
1	 ADV	 2	 会	 v
2	 HED	 -1	 导致	 v
3	 DBL	 2	 农业	 n
4	 VOB	 2	 比较	 v
5	 VOB	 4	 效益	 n
6	 RAD	 4	 的	 u
7	 ADV	 8	 进一步	 b
8	 SBV	 15	 下降	 v
9	 LAD	 10	 和	 c
10	 COO	 8	 劳动	 v
11	 ADV	 12	 相对	 d
12	 ATT	 13	 剩余	 v
13	 VOB	 8	 状况	 n
14	 ADV	 15	 更	 d
15	 COO	 2	 趋	 v
16	 VOB	 15	 严重	 a
17	 WP	 2	 ？	 wp

但问题是，农村劳动力的流动，是否会加剧已存在的农业劳动力总量过剩而高素质劳动力不足的矛盾？是否会导致农业比较效益的进一步下降和劳动相对剩余状况更趋严重？这是在一般发展中国家和发达国家工业化进程中曾经出现过的情况，显然应引起我们的重视。
0	 SBV	 1	 这	 r
1	 HED	 -1	 是	 v
2	 ADV	 11	 在	 p
3	 ATT	 4	 一般	 a
4	 SBV	 7	 发展中国家	 i
5	 LAD	 6	 和	 c
6	 COO	 4	 发达国家	 i
7	 ATT	 8	 工业化	 v
8	 ATT	 9	 进程	 n
9	 POB	 2	 中	 nd
10	 ADV	 11	 曾经	 d
11	 ATT	 14	 出现	 v
12	 RAD	 11	 过	 u
13	 RAD	 11	 的	 u
14	 VOB	 1	 情况	 n
15	 WP	 1	 ，	 wp
16	 ADV	 18	 显然	 a
17	 ADV	 18	 应	 v
18	 COO	 1	 引起	 v
19	 ATT	 21	 我们	 r
20	 RAD	 19	 的	 u
21	 VOB	 18	 重视	 v
22	 WP	 1	 。	 wp

            ３．虽是常年外出，但又“移而不迁”    据２８２０个样本户调查，外出劳动力平均在外时间均在半年以上。
0	 ADV	 2	 ３．	 m
1	 ADV	 2	 虽	 c
2	 HED	 -1	 是	 v
3	 ADV	 4	 常年	 d
4	 VOB	 2	 外出	 v
5	 WP	 2	 ，	 wp
6	 ADV	 9	 但	 c
7	 ADV	 9	 又	 d
8	 WP	 9	 “	 wp
9	 COO	 2	 移	 v
10	 ADV	 12	 而	 c
11	 ADV	 12	 不	 d
12	 COO	 9	 迁	 v
13	 WP	 12	 ”	 wp
14	 ADV	 18	 据	 p
15	 ATT	 16	 ２８２０	 m
16	 ATT	 17	 个	 q
17	 POB	 14	 样本户	 n
18	 COO	 12	 调查	 v
19	 WP	 2	 ，	 wp
20	 ATT	 21	 外出	 v
21	 SBV	 27	 劳动力	 n
22	 ADV	 26	 平均	 a
23	 ADV	 26	 在	 p
24	 ATT	 25	 外	 nd
25	 POB	 23	 时间	 n
26	 ADV	 27	 均	 d
27	 COO	 2	 在	 p
28	 ATT	 29	 半	 m
29	 ATT	 30	 年	 q
30	 VOB	 27	 以上	 nd
31	 WP	 2	 。	 wp

四川省外出劳动力平均在外时间，１９９４年和１９９５年分别为８．１２和８．５７个月；安徽则分别为６．４８和７．１９个月。
0	 SBV	 1	 四川省	 ns
1	 HED	 -1	 外出	 v
2	 SBV	 3	 劳动力	 n
3	 ATT	 6	 平均	 a
4	 ATT	 6	 在	 p
5	 POB	 4	 外	 nd
6	 VOB	 1	 时间	 n
7	 WP	 1	 ，	 wp
8	 ADV	 12	 １９９４年	 nt
9	 LAD	 10	 和	 c
10	 COO	 8	 １９９５年	 nt
11	 ADV	 12	 分别	 d
12	 COO	 1	 为	 v
13	 ATT	 16	 ８．１２	 m
14	 LAD	 15	 和	 c
15	 COO	 13	 ８．５７	 m
16	 ATT	 17	 个	 q
17	 VOB	 12	 月	 n
18	 WP	 1	 ；	 wp

四川省外出劳动力平均在外时间，１９９４年和１９９５年分别为８．１２和８．５７个月；安徽则分别为６．４８和７．１９个月。
0	 SBV	 3	 安徽	 ns
1	 ADV	 3	 则	 d
2	 ADV	 3	 分别	 d
3	 HED	 -1	 为	 v
4	 ATT	 7	 ６．４８	 m
5	 LAD	 6	 和	 c
6	 COO	 4	 ７．１９	 m
7	 ATT	 8	 个	 q
8	 VOB	 3	 月	 n
9	 WP	 3	 。	 wp

然而在众多的外出户中，真正属于迁移，即变更了户口的却很少。
0	 ADV	 8	 然而	 c
1	 ADV	 8	 在	 p
2	 ATT	 4	 众多	 m
3	 RAD	 2	 的	 u
4	 ATT	 5	 外出户	 n
5	 POB	 1	 中	 nd
6	 WP	 1	 ，	 wp
7	 ADV	 8	 真正	 d
8	 HED	 -1	 属于	 v
9	 VOB	 8	 迁移	 v
10	 WP	 8	 ，	 wp
11	 SBV	 18	 即	 v
12	 VOB	 11	 变更	 v
13	 RAD	 12	 了	 u
14	 VOB	 12	 户口	 n
15	 RAD	 11	 的	 u
16	 ADV	 18	 却	 d
17	 ADV	 18	 很	 d
18	 COO	 8	 少	 a
19	 WP	 8	 。	 wp

据１２个村１９９４年劳动力外出情况的调查统计，只有２１户、６３人迁移了。
0	 ADV	 9	 据	 p
1	 ATT	 2	 １２	 m
2	 ATT	 3	 个	 q
3	 ATT	 5	 村	 n
4	 ATT	 5	 １９９４年	 nt
5	 SBV	 6	 劳动力	 n
6	 POB	 0	 外出	 v
7	 VOB	 6	 情况	 n
8	 RAD	 6	 的	 u
9	 HED	 -1	 调查	 v
10	 COO	 9	 统计	 v
11	 WP	 9	 ，	 wp
12	 ADV	 13	 只	 d
13	 COO	 9	 有	 v
14	 ATT	 15	 ２１	 m
15	 VOB	 13	 户	 q
16	 WP	 19	 、	 wp
17	 ATT	 18	 ６３	 m
18	 SBV	 19	 人	 n
19	 VOB	 13	 迁移	 v
20	 RAD	 19	 了	 u
21	 WP	 9	 。	 wp

占全部劳动力外出户的０．６５％，占总户数的０．３５％。
0	 HED	 -1	 占	 v
1	 ATT	 3	 全部	 m
2	 ATT	 3	 劳动力	 n
3	 ATT	 5	 外出户	 n
4	 RAD	 3	 的	 u
5	 VOB	 0	 ０．６５％	 m
6	 WP	 0	 ，	 wp
7	 COO	 0	 占	 v
8	 ATT	 10	 总户数	 n
9	 RAD	 8	 的	 u
10	 VOB	 7	 ０．３５％	 m
11	 WP	 0	 。	 wp

            ４．虽然进了城，但又是在城市传统部门从业。
0	 ADV	 2	 ４．	 m
1	 ADV	 2	 虽然	 c
2	 HED	 -1	 进	 v
3	 RAD	 2	 了	 u
4	 VOB	 2	 城	 n
5	 WP	 2	 ，	 wp
6	 ADV	 8	 但	 c
7	 ADV	 8	 又	 d
8	 COO	 2	 是	 v
9	 ADV	 13	 在	 p
10	 ATT	 12	 城市	 n
11	 ATT	 12	 传统	 n
12	 POB	 9	 部门	 n
13	 VOB	 8	 从业	 v
14	 WP	 2	 。	 wp

    绝大多数外出劳动力都是奔向城市去的。
0	 ATT	 2	 绝大多数	 i
1	 ATT	 2	 外出	 v
2	 SBV	 4	 劳动力	 n
3	 ADV	 4	 都	 d
4	 HED	 -1	 是	 v
5	 VOB	 4	 奔	 v
6	 ADV	 8	 向	 p
7	 POB	 6	 城市	 n
8	 COO	 5	 去	 v
9	 RAD	 5	 的	 u
10	 WP	 4	 。	 wp

四川和安徽外出劳动力中进城打工的分别占９３．２％和９５．７％，绝大多数进入了二三产业，完成了职业上的转换，但却集中在建筑业、服务业以及纺织、制衣、制鞋、玩具等以手工操作为主、技术含量较低的传统部门；从事着城里的粗活脏活，即使有少数所谓技术工，也是指传统意义上的木工、瓦工、油漆等技艺；从事承包和经营管理工作的人，更是凤毛麟角。
0	 SBV	 3	 四川	 ns
1	 LAD	 2	 和	 c
2	 COO	 0	 安徽	 ns
3	 HED	 -1	 外出	 v
4	 ATT	 5	 劳动力	 n
5	 ADV	 6	 中	 nd
6	 VOB	 3	 进城	 v
7	 COO	 6	 打工	 v
8	 RAD	 6	 的	 u
9	 ADV	 10	 分别	 d
10	 COO	 3	 占	 v
11	 VOB	 10	 ９３．２％	 m
12	 LAD	 13	 和	 c
13	 COO	 11	 ９５．７％	 m
14	 WP	 3	 ，	 wp
15	 ADV	 16	 绝大多数	 i
16	 COO	 3	 进入	 v
17	 RAD	 16	 了	 u
18	 ATT	 19	 二三	 m
19	 VOB	 16	 产业	 n
20	 WP	 16	 ，	 wp
21	 COO	 16	 完成	 v
22	 RAD	 21	 了	 u
23	 ATT	 24	 职业	 n
24	 ATT	 26	 上	 nd
25	 RAD	 24	 的	 u
26	 VOB	 21	 转换	 v
27	 WP	 3	 ，	 wp
28	 ADV	 30	 但	 c
29	 ADV	 30	 却	 d
30	 COO	 3	 集中	 v
31	 CMP	 30	 在	 p
32	 SBV	 48	 建筑业	 n
33	 WP	 34	 、	 wp
34	 COO	 32	 服务业	 n
35	 LAD	 36	 以及	 c
36	 COO	 32	 纺织	 n
37	 WP	 38	 、	 wp
38	 COO	 36	 制衣	 v
39	 WP	 40	 、	 wp
40	 COO	 36	 制	 v
41	 VOB	 40	 鞋	 n
42	 WP	 43	 、	 wp
43	 COO	 41	 玩具	 n
44	 RAD	 32	 等	 u
45	 ADV	 48	 以	 p
46	 ATT	 47	 手工	 d
47	 POB	 45	 操作	 v
48	 ATT	 56	 为主	 v
49	 WP	 53	 、	 wp
50	 ATT	 51	 技术	 n
51	 SBV	 53	 含量	 n
52	 ADV	 53	 较	 d
53	 ATT	 56	 低	 a
54	 RAD	 53	 的	 u
55	 ATT	 56	 传统	 n
56	 POB	 31	 部门	 n
57	 WP	 3	 ；	 wp

四川和安徽外出劳动力中进城打工的分别占９３．２％和９５．７％，绝大多数进入了二三产业，完成了职业上的转换，但却集中在建筑业、服务业以及纺织、制衣、制鞋、玩具等以手工操作为主、技术含量较低的传统部门；从事着城里的粗活脏活，即使有少数所谓技术工，也是指传统意义上的木工、瓦工、油漆等技艺；从事承包和经营管理工作的人，更是凤毛麟角。
0	 HED	 -1	 从事	 v
1	 RAD	 0	 着	 u
2	 ATT	 4	 城里	 nl
3	 RAD	 2	 的	 u
4	 VOB	 0	 粗活	 n
5	 RAD	 0	 脏活	 v
6	 WP	 0	 ，	 wp
7	 ADV	 8	 即使	 c
8	 COO	 0	 有	 v
9	 ATT	 11	 少数	 m
10	 ATT	 11	 所谓	 v
11	 VOB	 8	 技术工	 n
12	 WP	 8	 ，	 wp
13	 ADV	 14	 也	 d
14	 ADV	 15	 是	 v
15	 COO	 8	 指	 v
16	 ATT	 17	 传统	 n
17	 ATT	 18	 意义	 n
18	 ATT	 20	 上	 nd
19	 RAD	 18	 的	 u
20	 ATT	 26	 木工	 n
21	 WP	 22	 、	 wp
22	 COO	 20	 瓦工	 n
23	 WP	 24	 、	 wp
24	 COO	 20	 油漆	 n
25	 RAD	 20	 等	 u
26	 VOB	 15	 技艺	 n
27	 WP	 0	 ；	 wp

四川和安徽外出劳动力中进城打工的分别占９３．２％和９５．７％，绝大多数进入了二三产业，完成了职业上的转换，但却集中在建筑业、服务业以及纺织、制衣、制鞋、玩具等以手工操作为主、技术含量较低的传统部门；从事着城里的粗活脏活，即使有少数所谓技术工，也是指传统意义上的木工、瓦工、油漆等技艺；从事承包和经营管理工作的人，更是凤毛麟角。
0	 HED	 -1	 从事	 v
1	 VOB	 0	 承包	 v
2	 LAD	 3	 和	 c
3	 COO	 1	 经营	 v
4	 ATT	 7	 管理	 v
5	 COO	 4	 工作	 v
6	 RAD	 4	 的	 u
7	 VOB	 1	 人	 n
8	 WP	 1	 ，	 wp
9	 ADV	 10	 更	 d
10	 COO	 1	 是	 v
11	 VOB	 10	 凤毛麟角	 i
12	 WP	 1	 。	 wp

            ５．既非“流民”，亦非“盲流”    现阶段的中国农村劳动力流动，既不同于中国历代流离失所的流徒之民，也不同于那些患了“城市病”的国家城市贫民窟中的穷人。
0	 ADV	 2	 ５．	 m
1	 ADV	 2	 既	 c
2	 HED	 -1	 非	 v
3	 WP	 4	 “	 wp
4	 VOB	 2	 流民	 n
5	 WP	 4	 ”	 wp
6	 WP	 2	 ，	 wp
7	 ADV	 8	 亦	 d
8	 COO	 2	 非	 v
9	 WP	 10	 “	 wp
10	 VOB	 8	 盲流	 n
11	 WP	 10	 ”	 wp
12	 ATT	 16	 现阶段	 nt
13	 RAD	 12	 的	 u
14	 ATT	 15	 中国	 ns
15	 ATT	 16	 农村	 n
16	 SBV	 17	 劳动力	 n
17	 COO	 8	 流动	 v
18	 WP	 2	 ，	 wp
19	 ADV	 20	 既	 c
20	 COO	 2	 不同	 a
21	 CMP	 20	 于	 p
22	 ATT	 23	 中国	 ns
23	 ATT	 28	 历代	 n
24	 ATT	 28	 流离失所	 i
25	 RAD	 24	 的	 u
26	 ATT	 28	 流徒	 n
27	 RAD	 26	 之	 u
28	 POB	 21	 民	 n
29	 WP	 2	 ，	 wp
30	 ADV	 31	 也	 d
31	 COO	 2	 不同	 a
32	 CMP	 31	 于	 p
33	 ATT	 46	 那些	 r
34	 ATT	 43	 患	 v
35	 RAD	 34	 了	 u
36	 WP	 38	 “	 wp
37	 ATT	 38	 城市	 n
38	 VOB	 34	 病	 n
39	 WP	 38	 ”	 wp
40	 RAD	 34	 的	 u
41	 ATT	 42	 国家	 n
42	 ATT	 43	 城市	 n
43	 ATT	 44	 贫民窟	 n
44	 ATT	 46	 中	 nd
45	 RAD	 44	 的	 u
46	 POB	 32	 穷人	 n
47	 WP	 2	 。	 wp

一是中国农村外出劳动力并不是失地的农民。
0	 SBV	 1	 一	 m
1	 HED	 -1	 是	 v
2	 ATT	 3	 中国	 ns
3	 ATT	 5	 农村	 n
4	 ATT	 5	 外出	 v
5	 VOB	 1	 劳动力	 n
6	 ADV	 8	 并	 d
7	 ADV	 8	 不	 d
8	 COO	 1	 是	 v
9	 ATT	 11	 失地	 n
10	 RAD	 9	 的	 u
11	 VOB	 8	 农民	 n
12	 WP	 1	 。	 wp

农村实行的土地家庭联产承包制，既为农民重新获得身份自由解除了桎梏，又为他们日后迁徒提供了最基本的社会保障。
0	 SBV	 1	 农村	 n
1	 ATT	 5	 实行	 v
2	 RAD	 1	 的	 u
3	 ATT	 4	 土地	 n
4	 ATT	 5	 家庭	 n
5	 SBV	 11	 联产承包制	 n
6	 WP	 5	 ，	 wp
7	 ADV	 11	 既	 c
8	 ADV	 11	 为	 p
9	 POB	 8	 农民	 n
10	 ADV	 11	 重新	 d
11	 HED	 -1	 获得	 v
12	 VOB	 11	 身份	 n
13	 ADV	 14	 自由	 a
14	 VOB	 11	 解除	 v
15	 RAD	 14	 了	 u
16	 VOB	 14	 桎梏	 n
17	 WP	 11	 ，	 wp
18	 ADV	 23	 又	 d
19	 ADV	 23	 为	 p
20	 SBV	 22	 他们	 r
21	 ADV	 22	 日后	 nt
22	 POB	 19	 迁徒	 v
23	 ATT	 29	 提供	 v
24	 RAD	 23	 了	 u
25	 ADV	 26	 最	 d
26	 ATT	 29	 基本	 a
27	 RAD	 26	 的	 u
28	 SBV	 29	 社会	 n
29	 COO	 11	 保障	 v
30	 WP	 11	 。	 wp

这就保证了外出劳动力的基本行为。
0	 SBV	 2	 这	 r
1	 ADV	 2	 就	 d
2	 HED	 -1	 保证	 v
3	 RAD	 2	 了	 u
4	 ATT	 8	 外出	 v
5	 VOB	 4	 劳动力	 n
6	 RAD	 4	 的	 u
7	 ATT	 8	 基本	 a
8	 VOB	 2	 行为	 n
9	 WP	 2	 。	 wp

二是这些外出劳动力群体中的自组织结构，大大提高了流动的社会稳定性。
0	 SBV	 1	 二	 m
1	 HED	 -1	 是	 v
2	 ATT	 5	 这些	 r
3	 ATT	 5	 外出	 v
4	 COO	 3	 劳动力	 n
5	 ATT	 6	 群体	 n
6	 ATT	 10	 中	 nd
7	 RAD	 6	 的	 u
8	 ATT	 9	 自	 r
9	 ATT	 10	 组织	 n
10	 VOB	 1	 结构	 n
11	 WP	 1	 ，	 wp
12	 ADV	 13	 大大	 d
13	 COO	 1	 提高	 v
14	 RAD	 13	 了	 u
15	 ATT	 18	 流动	 v
16	 RAD	 15	 的	 u
17	 ATT	 18	 社会	 n
18	 VOB	 13	 稳定性	 n
19	 WP	 1	 。	 wp

从就业信息的传递到结伴同行，从工作的获得到输入地的相互帮衬，在同村同乡的外出打工者中实际上存在着外出者血地缘网络，并使他们在缺乏社会信息和组织的情况下，大大降低了外出的风险和成本。
0	 ADV	 5	 从	 p
1	 ATT	 2	 就业	 v
2	 ATT	 4	 信息	 n
3	 RAD	 2	 的	 u
4	 POB	 0	 传递	 v
5	 ADV	 12	 到	 v
6	 POB	 5	 结伴	 v
7	 VOB	 6	 同行	 n
8	 WP	 5	 ，	 wp
9	 ADV	 12	 从	 p
10	 POB	 9	 工作	 v
11	 RAD	 10	 的	 u
12	 HED	 -1	 获得	 v
13	 CMP	 12	 到	 v
14	 ATT	 17	 输入地	 n
15	 RAD	 14	 的	 u
16	 ADV	 17	 相互	 d
17	 POB	 13	 帮衬	 v
18	 WP	 12	 ，	 wp
19	 ADV	 27	 在	 p
20	 ATT	 21	 同村	 ns
21	 ATT	 24	 同乡	 n
22	 RAD	 21	 的	 u
23	 ATT	 24	 外出	 v
24	 ATT	 25	 打工者	 n
25	 POB	 19	 中	 nd
26	 ADV	 27	 实际上	 d
27	 COO	 12	 存在	 v
28	 RAD	 27	 着	 u
29	 ATT	 31	 外出者	 n
30	 COO	 29	 血	 n
31	 ATT	 32	 地缘	 n
32	 VOB	 27	 网络	 n
33	 WP	 12	 ，	 wp
34	 ADV	 35	 并	 c
35	 COO	 12	 使	 v
36	 DBL	 35	 他们	 r
37	 ADV	 48	 在	 p
38	 ATT	 44	 缺乏	 v
39	 ATT	 40	 社会	 n
40	 VOB	 38	 信息	 n
41	 LAD	 42	 和	 c
42	 COO	 38	 组织	 v
43	 RAD	 38	 的	 u
44	 ATT	 45	 情况	 n
45	 POB	 37	 下	 nd
46	 WP	 37	 ，	 wp
47	 ADV	 48	 大大	 d
48	 VOB	 35	 降低	 v
49	 RAD	 48	 了	 u
50	 ATT	 52	 外出	 v
51	 RAD	 50	 的	 u
52	 VOB	 48	 风险	 n
53	 LAD	 54	 和	 c
54	 COO	 52	 成本	 n
55	 WP	 12	 。	 wp

总之，当今中国以千万计的农村外出打工者是一个特殊的社会群体。
0	 ADV	 10	 总之	 c
1	 WP	 0	 ，	 wp
2	 ADV	 10	 当今	 nt
3	 SBV	 8	 中国	 ns
4	 ADV	 8	 以	 p
5	 ATT	 7	 千万计	 i
6	 RAD	 5	 的	 u
7	 POB	 4	 农村	 n
8	 SBV	 10	 外出	 v
9	 COO	 8	 打工者	 n
10	 HED	 -1	 是	 v
11	 ATT	 15	 一个	 m
12	 ATT	 15	 特殊	 a
13	 RAD	 12	 的	 u
14	 ATT	 15	 社会	 n
15	 VOB	 10	 群体	 n
16	 WP	 10	 。	 wp

他们既离开了农村，又同土地有着千丝万缕的联系；他们虽进了城，又不为城市所认同；他们既已从农业中分离出来加入了产业工人队伍，却又仍然保留着农民身份。
0	 SBV	 2	 他们	 r
1	 ADV	 2	 既	 c
2	 HED	 -1	 离开	 v
3	 RAD	 2	 了	 u
4	 VOB	 2	 农村	 n
5	 WP	 2	 ，	 wp
6	 ADV	 9	 又	 c
7	 ADV	 9	 同	 p
8	 POB	 7	 土地	 n
9	 COO	 2	 有	 v
10	 RAD	 9	 着	 u
11	 ADV	 13	 千丝万缕	 i
12	 RAD	 11	 的	 u
13	 VOB	 9	 联系	 v
14	 WP	 2	 ；	 wp

他们既离开了农村，又同土地有着千丝万缕的联系；他们虽进了城，又不为城市所认同；他们既已从农业中分离出来加入了产业工人队伍，却又仍然保留着农民身份。
0	 SBV	 2	 他们	 r
1	 ADV	 2	 虽	 c
2	 HED	 -1	 进	 v
3	 RAD	 2	 了	 u
4	 VOB	 2	 城	 n
5	 WP	 2	 ，	 wp
6	 ADV	 11	 又	 d
7	 ADV	 11	 不	 d
8	 ADV	 11	 为	 p
9	 POB	 8	 城市	 n
10	 LAD	 11	 所	 u
11	 COO	 2	 认同	 v
12	 WP	 2	 ；	 wp

他们既离开了农村，又同土地有着千丝万缕的联系；他们虽进了城，又不为城市所认同；他们既已从农业中分离出来加入了产业工人队伍，却又仍然保留着农民身份。
0	 SBV	 6	 他们	 r
1	 ADV	 6	 既	 c
2	 ADV	 6	 已	 d
3	 ADV	 6	 从	 p
4	 ATT	 5	 农业	 n
5	 POB	 3	 中	 nd
6	 HED	 -1	 分离	 v
7	 CMP	 6	 出来	 v
8	 COO	 6	 加入	 v
9	 RAD	 8	 了	 u
10	 ATT	 11	 产业	 n
11	 ATT	 12	 工人	 n
12	 VOB	 8	 队伍	 n
13	 WP	 6	 ，	 wp
14	 ADV	 17	 却	 d
15	 ADV	 17	 又	 d
16	 ADV	 17	 仍然	 d
17	 COO	 6	 保留	 v
18	 RAD	 17	 着	 u
19	 ATT	 20	 农民	 n
20	 VOB	 17	 身份	 n
21	 WP	 6	 。	 wp

有人称他们为“边缘人”。
0	 SBV	 1	 有人	 r
1	 HED	 -1	 称	 v
2	 DBL	 1	 他们	 r
3	 VOB	 1	 为	 v
4	 WP	 6	 “	 wp
5	 ATT	 6	 边缘	 b
6	 VOB	 3	 人	 n
7	 WP	 6	 ”	 wp
8	 WP	 1	 。	 wp

因此，从他们身上折射出中国经济转型时期的特殊矛盾。
0	 ADV	 5	 因此	 c
1	 WP	 0	 ，	 wp
2	 ADV	 5	 从	 p
3	 ATT	 4	 他们	 r
4	 POB	 2	 身上	 nl
5	 HED	 -1	 折射	 v
