【 日  期 】19960106【 版  号 】6【 标  题 】易学哲学与中西文化——访北京大学哲学系朱伯教授【 作  者 】胡欣【 正  文 】    （本报记者胡欣）    记者：朱先生，最近读了您的四卷本的《易学哲学史》，很有收获。
0	 ADV	 11	 ﻿	 v
如汉唐宇宙生成论体系的始基是元气概念，汉朝人把“易有太极，是生两仪”解释为宇宙的形成过程，太极即元气，是宇宙的本原；两仪是阴阳二气，由此形成一个从本原到天地万物的宇宙生成过程。
0	 ADV	 7	 如	 v
1	 ATT	 4	 汉唐	 j
2	 ATT	 4	 宇宙	 n
3	 ATT	 4	 生成论	 n
4	 POB	 0	 体系	 n
5	 RAD	 0	 的	 u
6	 SBV	 7	 始基	 n
7	 HED	 -1	 是	 v
8	 ATT	 9	 元气	 n
9	 VOB	 7	 概念	 n
10	 WP	 7	 ，	 wp
11	 ADV	 23	 汉	 nt
12	 ATT	 13	 朝	 p
13	 SBV	 23	 人	 n
14	 ADV	 23	 把	 p
15	 WP	 17	 “	 wp
16	 ADV	 17	 易	 a
17	 POB	 14	 有	 v
18	 VOB	 17	 太极	 n
19	 WP	 17	 ，	 wp
20	 COO	 17	 是	 v
21	 VOB	 20	 生两仪	 n
22	 WP	 17	 ”	 wp
23	 COO	 7	 解释	 v
24	 ADV	 27	 为	 v
25	 VOB	 24	 宇宙	 n
26	 RAD	 24	 的	 u
27	 VOB	 23	 形成	 v
28	 VOB	 27	 过程	 n
29	 WP	 23	 ，	 wp
30	 SBV	 31	 太极	 n
31	 COO	 23	 即	 v
32	 VOB	 31	 元气	 n
33	 WP	 7	 ，	 wp
34	 COO	 7	 是	 v
35	 ATT	 37	 宇宙	 n
36	 RAD	 35	 的	 u
37	 VOB	 34	 本原	 n
38	 WP	 7	 ；	 wp

如汉唐宇宙生成论体系的始基是元气概念，汉朝人把“易有太极，是生两仪”解释为宇宙的形成过程，太极即元气，是宇宙的本原；两仪是阴阳二气，由此形成一个从本原到天地万物的宇宙生成过程。
0	 ATT	 1	 两	 m
1	 SBV	 2	 仪	 n
2	 HED	 -1	 是	 v
3	 ATT	 5	 阴阳	 b
4	 ATT	 5	 二	 m
5	 VOB	 2	 气	 n
6	 WP	 2	 ，	 wp
7	 ADV	 8	 由此	 d
8	 COO	 2	 形成	 v
9	 ATT	 18	 一个	 m
10	 ADV	 12	 从	 p
11	 POB	 10	 本原	 n
12	 ADV	 17	 到	 p
13	 ATT	 14	 天地	 n
14	 ATT	 16	 万物	 n
15	 RAD	 14	 的	 u
16	 POB	 12	 宇宙	 n
17	 ATT	 18	 生成	 v
18	 VOB	 8	 过程	 n
19	 WP	 2	 。	 wp

到宋朝，尤其是程颐“体用一源，显微无间”的命题提出后，“易有太极”又演变成了本体论体系。
0	 ADV	 4	 到	 v
1	 POB	 0	 宋朝	 nt
2	 WP	 0	 ，	 wp
3	 ADV	 4	 尤其	 d
4	 HED	 -1	 是	 v
5	 SBV	 20	 程颐	 nh
6	 WP	 7	 “	 wp
7	 ATT	 16	 体用	 v
8	 ATT	 9	 一	 m
9	 VOB	 7	 源	 n
10	 WP	 7	 ，	 wp
11	 ATT	 14	 显微无间	 i
12	 WP	 11	 ”	 wp
13	 RAD	 11	 的	 u
14	 SBV	 15	 命题	 n
15	 COO	 7	 提出	 v
16	 ADV	 20	 后	 nd
17	 WP	 16	 ，	 wp
18	 WP	 20	 “	 wp
19	 ADV	 20	 易	 a
20	 VOB	 4	 有	 v
21	 VOB	 20	 太极	 n
22	 WP	 20	 ”	 wp
23	 ADV	 24	 又	 d
24	 COO	 20	 演变	 v
25	 CMP	 24	 成	 v
26	 RAD	 25	 了	 u
27	 ATT	 28	 本体论	 n
28	 VOB	 25	 体系	 n
29	 WP	 4	 。	 wp

在朱熹那儿，从太极到天地万物不是一个时间过程，而是由本体显现为现象。
0	 ADV	 10	 在	 p
1	 ATT	 2	 朱熹	 nh
2	 POB	 0	 那儿	 r
3	 WP	 0	 ，	 wp
4	 ADV	 6	 从	 p
5	 POB	 4	 太极	 n
6	 ADV	 8	 到	 p
7	 POB	 6	 天地	 n
8	 SBV	 10	 万物	 n
9	 ADV	 10	 不	 d
10	 HED	 -1	 是	 v
11	 ATT	 13	 一个	 m
12	 ATT	 13	 时间	 n
13	 VOB	 10	 过程	 n
14	 WP	 10	 ，	 wp
15	 COO	 10	 而是	 c
16	 ADV	 18	 由	 p
17	 POB	 16	 本体	 n
18	 VOB	 15	 显现	 v
19	 CMP	 18	 为	 v
20	 VOB	 19	 现象	 n
21	 WP	 10	 。	 wp

离开易学，就说不清楚中国宇宙论、形而上学的发展。
0	 HED	 -1	 离开	 v
1	 VOB	 0	 易学	 a
2	 WP	 0	 ，	 wp
3	 ADV	 4	 就	 d
4	 COO	 0	 说	 v
5	 ADV	 6	 不	 d
6	 CMP	 4	 清楚	 a
7	 ATT	 8	 中国	 ns
8	 ATT	 12	 宇宙论	 n
9	 WP	 10	 、	 wp
10	 COO	 8	 形而上学	 n
11	 RAD	 8	 的	 u
12	 VOB	 4	 发展	 v
13	 WP	 0	 。	 wp

我的书里，主要讲了这些问题。
0	 ATT	 2	 我	 r
1	 RAD	 0	 的	 u
2	 ATT	 3	 书	 n
3	 SBV	 6	 里	 nd
4	 WP	 3	 ，	 wp
5	 ADV	 6	 主要	 d
6	 HED	 -1	 讲	 v
7	 RAD	 6	 了	 u
8	 ATT	 9	 这些	 r
9	 VOB	 6	 问题	 n
10	 WP	 6	 。	 wp

《易》对科技思想的影响也很大。
0	 WP	 1	 《	 wp
1	 ADV	 7	 易	 a
2	 WP	 1	 》	 wp
3	 ADV	 7	 对	 p
4	 ATT	 5	 科技	 n
5	 POB	 3	 思想	 n
6	 RAD	 3	 的	 u
7	 HED	 -1	 影响	 v
8	 ADV	 10	 也	 d
9	 ADV	 10	 很	 d
10	 CMP	 7	 大	 a
11	 WP	 7	 。	 wp

四书五经里真正与科学有关系的，只有《周易》经传。
0	 ATT	 1	 四	 m
1	 SBV	 12	 书	 n
2	 ADV	 12	 五	 m
3	 ADV	 12	 经	 p
4	 ADV	 8	 里	 nd
5	 ADV	 8	 真正	 d
6	 ADV	 8	 与	 p
7	 POB	 6	 科学	 n
8	 POB	 3	 有	 v
9	 VOB	 8	 关系	 n
10	 RAD	 8	 的	 u
11	 WP	 3	 ，	 wp
12	 HED	 -1	 只有	 c
13	 WP	 14	 《	 wp
14	 ATT	 16	 周易	 nh
15	 WP	 14	 》	 wp
16	 VOB	 12	 经传	 n
17	 WP	 12	 。	 wp

中国发明创造的理论可以说是《易》的“观象制器”说。
0	 SBV	 1	 中国	 ns
1	 ATT	 4	 发明	 v
2	 COO	 1	 创造	 v
3	 RAD	 1	 的	 u
4	 SBV	 6	 理论	 n
5	 ADV	 6	 可以	 v
6	 ADV	 7	 说	 v
7	 HED	 -1	 是	 v
8	 WP	 9	 《	 wp
9	 ATT	 13	 易	 a
10	 WP	 9	 》	 wp
11	 RAD	 9	 的	 u
12	 WP	 13	 “	 wp
13	 SBV	 15	 观象制器	 n
14	 WP	 13	 ”	 wp
15	 VOB	 7	 说	 v
16	 WP	 7	 。	 wp

象是卦象，也可以引申为物象。
0	 SBV	 1	 象	 n
1	 HED	 -1	 是	 v
2	 VOB	 1	 卦象	 n
3	 WP	 1	 ，	 wp
4	 ADV	 5	 也	 d
5	 ADV	 6	 可以	 v
6	 COO	 1	 引申	 v
7	 CMP	 6	 为	 v
8	 VOB	 7	 物象	 n
9	 WP	 1	 。	 wp

这个理论对科学家来说是一种思想方法的指导。
0	 ATT	 1	 这个	 r
1	 SBV	 5	 理论	 n
2	 ADV	 5	 对	 p
3	 POB	 2	 科学家	 n
4	 RAD	 2	 来说	 u
5	 HED	 -1	 是	 v
6	 ATT	 7	 一	 m
7	 ATT	 9	 种	 q
8	 ATT	 9	 思想	 n
9	 ADV	 11	 方法	 n
10	 RAD	 9	 的	 u
11	 VOB	 5	 指导	 v
12	 WP	 5	 。	 wp

中国有很多发明创造，都是观察模拟自然现象创造出来的。
0	 SBV	 1	 中国	 ns
1	 HED	 -1	 有	 v
2	 ATT	 3	 很多	 m
3	 DBL	 1	 发明	 n
4	 VOB	 1	 创造	 v
5	 WP	 1	 ，	 wp
6	 ADV	 7	 都	 d
7	 COO	 1	 是	 v
8	 ADV	 12	 观察	 v
9	 VOB	 8	 模拟	 v
10	 ATT	 11	 自然	 n
11	 VOB	 9	 现象	 n
12	 VOB	 7	 创造	 v
13	 CMP	 12	 出来	 v
14	 RAD	 12	 的	 u
15	 WP	 1	 。	 wp

如毕的活字印刷术，活字小方块，就是观古代的图章发明的。
0	 ADV	 10	 如	 v
1	 ATT	 3	 毕	 v
2	 RAD	 1	 的	 u
3	 POB	 0	 活字印刷术	 n
4	 WP	 0	 ，	 wp
5	 ATT	 7	 活字	 n
6	 ATT	 7	 小	 a
7	 SBV	 10	 方块	 n
8	 WP	 7	 ，	 wp
9	 ADV	 10	 就	 d
10	 HED	 -1	 是	 v
11	 SBV	 15	 观	 v
12	 ATT	 14	 古代	 nt
13	 RAD	 12	 的	 u
14	 VOB	 11	 图章	 n
15	 VOB	 10	 发明	 v
16	 RAD	 15	 的	 u
17	 WP	 10	 。	 wp

能观象也不简单，需要动脑筋。
0	 ADV	 1	 能	 v
1	 SBV	 4	 观象	 n
2	 ADV	 4	 也	 d
3	 ADV	 4	 不	 d
4	 HED	 -1	 简单	 a
5	 WP	 4	 ，	 wp
6	 COO	 4	 需要	 v
7	 VOB	 6	 动脑筋	 v
8	 WP	 4	 。	 wp

中国的科技思维，受易学的影响，有自己的特色。
0	 ATT	 3	 中国	 ns
1	 RAD	 0	 的	 u
2	 ATT	 3	 科技	 n
3	 SBV	 5	 思维	 n
4	 WP	 3	 ，	 wp
5	 HED	 -1	 受	 v
6	 ADV	 8	 易学	 a
7	 RAD	 6	 的	 u
8	 VOB	 5	 影响	 v
9	 WP	 5	 ，	 wp
10	 COO	 5	 有	 v
11	 ATT	 13	 自己	 r
12	 RAD	 11	 的	 u
13	 VOB	 10	 特色	 n
14	 WP	 5	 。	 wp

易学的阴阳是个功能概念，不是实体概念；五行也是从功能上讲的。
0	 ATT	 2	 易学	 a
1	 RAD	 0	 的	 u
2	 SBV	 3	 阴阳	 n
3	 HED	 -1	 是	 v
4	 ATT	 6	 个	 q
5	 ATT	 6	 功能	 n
6	 VOB	 3	 概念	 n
7	 WP	 3	 ，	 wp
8	 ADV	 9	 不	 d
9	 COO	 3	 是	 v
10	 ATT	 11	 实体	 n
11	 VOB	 9	 概念	 n
12	 WP	 3	 ；	 wp

易学的阴阳是个功能概念，不是实体概念；五行也是从功能上讲的。
0	 ATT	 1	 五	 m
1	 SBV	 3	 行	 q
2	 ADV	 3	 也	 d
3	 HED	 -1	 是	 v
4	 ADV	 7	 从	 p
5	 ATT	 6	 功能	 n
6	 POB	 4	 上	 nd
7	 VOB	 3	 讲	 v
8	 RAD	 7	 的	 u
9	 WP	 3	 。	 wp

中国古代对于自然现象，重点是研究它的功能和变化过程，这是受《易传》影响形成的思维方式。
0	 ATT	 1	 中国	 ns
1	 ATT	 2	 古代	 nt
2	 ADV	 7	 对于	 p
3	 ATT	 4	 自然	 n
4	 POB	 2	 现象	 n
5	 WP	 2	 ，	 wp
6	 SBV	 7	 重点	 n
7	 HED	 -1	 是	 v
8	 ATT	 14	 研究	 v
9	 ATT	 11	 它	 r
10	 RAD	 9	 的	 u
11	 VOB	 8	 功能	 n
12	 LAD	 13	 和	 c
13	 COO	 8	 变化	 v
14	 VOB	 7	 过程	 n
15	 WP	 7	 ，	 wp
16	 SBV	 17	 这	 r
17	 COO	 7	 是	 v
18	 ATT	 26	 受	 v
19	 WP	 20	 《	 wp
20	 VOB	 18	 易传	 v
21	 WP	 20	 》	 wp
22	 COO	 18	 影响	 v
23	 VOB	 22	 形成	 v
24	 RAD	 18	 的	 u
25	 ATT	 26	 思维	 n
26	 VOB	 17	 方式	 n
27	 WP	 7	 。	 wp

中医是人体功能学，不是结构学。
0	 SBV	 1	 中医	 n
1	 HED	 -1	 是	 v
2	 ATT	 3	 人体	 n
3	 ATT	 4	 功能	 n
4	 VOB	 1	 学	 v
5	 WP	 1	 ，	 wp
6	 ADV	 7	 不	 d
7	 COO	 1	 是	 v
8	 VOB	 7	 结构学	 n
9	 WP	 1	 。	 wp

因为它不是结构的解剖和分析，而是讲各种生理器官都有什么功能。
0	 ADV	 3	 因为	 c
1	 SBV	 3	 它	 r
2	 ADV	 3	 不	 d
3	 HED	 -1	 是	 v
4	 ATT	 6	 结构	 n
5	 RAD	 4	 的	 u
6	 VOB	 3	 解剖	 v
7	 LAD	 8	 和	 c
8	 COO	 6	 分析	 v
9	 WP	 3	 ，	 wp
10	 ADV	 11	 而是	 c
11	 COO	 3	 讲	 v
12	 ATT	 13	 各种	 r
13	 ATT	 14	 生理	 n
14	 SBV	 16	 器官	 n
15	 ADV	 16	 都	 d
16	 VOB	 11	 有	 v
17	 ATT	 18	 什么	 r
18	 VOB	 16	 功能	 n
19	 WP	 3	 。	 wp

中医的经络就是功能概念，而不是实体概念，你无法通过解剖找到它在哪儿，但它确实有用。
0	 ATT	 2	 中医	 n
1	 RAD	 0	 的	 u
2	 SBV	 4	 经络	 n
3	 ADV	 4	 就	 d
4	 HED	 -1	 是	 v
5	 ATT	 6	 功能	 n
6	 VOB	 4	 概念	 n
7	 WP	 4	 ，	 wp
8	 ADV	 10	 而	 c
9	 ADV	 10	 不	 d
10	 COO	 4	 是	 v
11	 ATT	 12	 实体	 n
12	 VOB	 10	 概念	 n
13	 WP	 10	 ，	 wp
14	 SBV	 18	 你	 r
15	 ADV	 18	 无法	 v
16	 ADV	 18	 通过	 p
17	 POB	 16	 解剖	 v
18	 COO	 10	 找到	 v
19	 SBV	 20	 它	 r
20	 VOB	 18	 在	 p
21	 POB	 20	 哪儿	 r
22	 WP	 18	 ，	 wp
23	 ADV	 26	 但	 c
24	 SBV	 26	 它	 r
25	 ADV	 26	 确实	 a
26	 COO	 18	 有	 v
27	 VOB	 26	 用	 v
28	 WP	 4	 。	 wp

研究功能和过程容易形成整体意识，把自然界看成一个整体，不是把它分割开来。
0	 SBV	 11	 研究	 v
1	 VOB	 0	 功能	 n
2	 LAD	 3	 和	 c
3	 COO	 1	 过程	 n
4	 ADV	 5	 容易	 a
5	 COO	 0	 形成	 v
6	 ATT	 7	 整体	 n
7	 VOB	 5	 意识	 n
8	 WP	 0	 ，	 wp
9	 ADV	 11	 把	 p
10	 POB	 9	 自然界	 n
11	 HED	 -1	 看成	 v
12	 ATT	 13	 一个	 m
13	 VOB	 11	 整体	 n
14	 WP	 11	 ，	 wp
15	 ADV	 16	 不	 d
16	 COO	 11	 是	 v
17	 ADV	 19	 把	 p
18	 POB	 17	 它	 r
19	 VOB	 16	 分割	 v
20	 CMP	 19	 开	 v
21	 RAD	 19	 来	 v
22	 WP	 11	 。	 wp

整体的、功能的思维，是中国科技思维的特色，这不同于西方原子论、粒子论的分析的思维方式。
0	 ATT	 5	 整体	 n
1	 RAD	 0	 的	 u
2	 WP	 3	 、	 wp
3	 ATT	 5	 功能	 n
4	 RAD	 3	 的	 u
5	 SBV	 7	 思维	 n
6	 WP	 5	 ，	 wp
7	 HED	 -1	 是	 v
8	 ATT	 9	 中国	 ns
9	 ATT	 10	 科技	 n
10	 ATT	 12	 思维	 n
11	 RAD	 10	 的	 u
12	 VOB	 7	 特色	 n
13	 WP	 7	 ，	 wp
14	 ATT	 15	 这	 r
15	 COO	 7	 不同	 a
16	 CMP	 15	 于	 p
17	 ATT	 18	 西方	 nl
18	 SBV	 22	 原子论	 n
19	 WP	 20	 、	 wp
20	 COO	 18	 粒子论	 n
21	 RAD	 18	 的	 u
22	 ATT	 25	 分析	 v
23	 RAD	 22	 的	 u
24	 ATT	 25	 思维	 n
25	 POB	 16	 方式	 n
26	 WP	 7	 。	 wp

整体和分析两种思维方式，各有特色，可以互补。
0	 ADV	 2	 整体	 n
1	 LAD	 2	 和	 c
2	 HED	 -1	 分析	 v
3	 ATT	 4	 两	 m
4	 ATT	 6	 种	 q
5	 ATT	 6	 思维	 n
6	 VOB	 2	 方式	 n
7	 WP	 2	 ，	 wp
8	 ADV	 9	 各	 r
9	 COO	 2	 有	 v
10	 VOB	 9	 特色	 n
11	 WP	 9	 ，	 wp
12	 ADV	 13	 可以	 v
13	 COO	 9	 互补	 v
14	 WP	 2	 。	 wp

此外，易学对文学艺术也都有影响。
0	 ADV	 8	 此外	 c
1	 WP	 0	 ，	 wp
2	 SBV	 8	 易学	 nh
3	 ADV	 8	 对	 p
4	 ATT	 5	 文学	 n
5	 POB	 3	 艺术	 n
6	 ADV	 8	 也	 d
7	 ADV	 8	 都	 d
8	 HED	 -1	 有	 v
9	 VOB	 8	 影响	 v
10	 WP	 8	 。	 wp

    记者：易学的阴阳变易观和西方哲学中的矛盾观念有哪些区别与联系？    朱伯：过去，我们常常把阴阳变易与矛盾、对立统一等同起来，这是不准确的。
0	 ADV	 13	 记者	 n
1	 WP	 0	 ：	 wp
2	 ATT	 5	 易学	 a
3	 RAD	 2	 的	 u
4	 ATT	 5	 阴阳	 b
5	 SBV	 13	 变易观	 n
6	 LAD	 12	 和	 c
7	 ATT	 8	 西方	 nl
8	 ATT	 9	 哲学	 n
9	 ATT	 12	 中	 nd
10	 RAD	 9	 的	 u
11	 ATT	 12	 矛盾	 a
12	 COO	 5	 观念	 n
13	 HED	 -1	 有	 v
14	 ATT	 15	 哪些	 r
15	 VOB	 13	 区别	 n
16	 LAD	 17	 与	 c
17	 VOB	 13	 联系	 v
18	 WP	 13	 ？	 wp

    记者：易学的阴阳变易观和西方哲学中的矛盾观念有哪些区别与联系？    朱伯：过去，我们常常把阴阳变易与矛盾、对立统一等同起来，这是不准确的。
0	 SBV	 8	 朱伯	 nh
1	 WP	 0	 ：	 wp
2	 ADV	 8	 过去	 nt
3	 WP	 2	 ，	 wp
4	 SBV	 8	 我们	 r
5	 ADV	 8	 常常	 d
6	 ADV	 8	 把	 p
7	 POB	 6	 阴阳	 b
8	 HED	 -1	 变	 v
9	 VOB	 8	 易	 a
10	 LAD	 11	 与	 p
11	 COO	 9	 矛盾	 a
12	 WP	 14	 、	 wp
13	 SBV	 14	 对立统一	 n
14	 COO	 11	 等同	 v
15	 CMP	 14	 起来	 v
16	 WP	 11	 ，	 wp
17	 SBV	 18	 这	 r
18	 COO	 11	 是	 v
19	 ADV	 20	 不	 d
20	 VOB	 18	 准确	 a
21	 RAD	 20	 的	 u
22	 WP	 11	 。	 wp

阴阳不等于矛盾，阴阳观不是矛盾观。
0	 SBV	 2	 阴阳	 n
1	 ADV	 2	 不	 d
2	 HED	 -1	 等于	 v
3	 VOB	 2	 矛盾	 a
4	 WP	 2	 ，	 wp
5	 ATT	 6	 阴阳	 b
6	 SBV	 8	 观	 v
7	 ADV	 8	 不	 d
8	 COO	 2	 是	 v
9	 VOB	 8	 矛盾观	 a
10	 WP	 2	 。	 wp

矛盾的内涵，无论在西方还是在中国如韩非那里，都是对立和排斥，不包括相辅相成的意思。
0	 ATT	 2	 矛盾	 a
1	 RAD	 0	 的	 u
2	 SBV	 15	 内涵	 n
3	 WP	 2	 ，	 wp
4	 ADV	 10	 无论	 c
5	 ADV	 10	 在	 p
6	 POB	 5	 西方	 nl
7	 ADV	 8	 还是	 c
8	 ADV	 10	 在	 p
9	 POB	 8	 中国	 ns
10	 CMP	 2	 如	 v
11	 ATT	 12	 韩非	 nh
12	 VOB	 10	 那里	 r
13	 WP	 10	 ，	 wp
14	 ADV	 15	 都	 d
15	 HED	 -1	 是	 v
16	 VOB	 15	 对立	 v
17	 LAD	 18	 和	 c
18	 COO	 16	 排斥	 v
19	 WP	 15	 ，	 wp
20	 ADV	 21	 不	 d
21	 COO	 15	 包括	 v
22	 ATT	 24	 相辅相成	 i
23	 RAD	 22	 的	 u
24	 VOB	 21	 意思	 n
25	 WP	 15	 。	 wp

这些年来我们把阴阳观与矛盾观等同起来，把阴阳观作为矛盾观的翻版，这样就失掉了中国辩证思维的特色。
0	 ATT	 1	 这些	 r
1	 ADV	 8	 年	 q
2	 RAD	 1	 来	 nd
3	 SBV	 8	 我们	 r
4	 ADV	 8	 把	 p
5	 POB	 4	 阴阳观	 n
6	 ADV	 8	 与	 p
7	 POB	 6	 矛盾观	 a
8	 HED	 -1	 等同	 v
9	 CMP	 8	 起来	 v
10	 WP	 8	 ，	 wp
11	 ADV	 13	 把	 p
12	 POB	 11	 阴阳观	 n
13	 COO	 8	 作为	 v
14	 ATT	 16	 矛盾观	 a
15	 RAD	 14	 的	 u
16	 VOB	 13	 翻版	 n
17	 WP	 8	 ，	 wp
18	 ADV	 20	 这样	 r
19	 ADV	 20	 就	 d
20	 COO	 8	 失掉	 v
21	 RAD	 20	 了	 u
22	 ATT	 24	 中国	 ns
23	 ATT	 24	 辩证	 b
24	 ATT	 26	 思维	 n
25	 RAD	 24	 的	 u
26	 VOB	 20	 特色	 n
27	 WP	 8	 。	 wp

最近我们想把阴阳观作为“两元对待”；西方的矛盾观是以排斥和对抗为核心的，从古希腊起一直是这样。
0	 ADV	 2	 最近	 nt
1	 SBV	 2	 我们	 r
2	 HED	 -1	 想	 v
3	 ADV	 5	 把	 p
4	 POB	 3	 阴阳观	 n
5	 VOB	 2	 作为	 v
6	 WP	 9	 “	 wp
7	 ATT	 8	 两	 m
8	 ADV	 9	 元	 q
9	 VOB	 5	 对待	 v
10	 WP	 9	 ”	 wp
11	 WP	 2	 ；	 wp

最近我们想把阴阳观作为“两元对待”；西方的矛盾观是以排斥和对抗为核心的，从古希腊起一直是这样。
0	 ATT	 2	 西方	 nl
1	 RAD	 0	 的	 u
2	 SBV	 3	 矛盾观	 n
3	 HED	 -1	 是	 v
4	 ADV	 8	 以	 p
5	 POB	 4	 排斥	 v
6	 LAD	 7	 和	 c
7	 COO	 5	 对抗	 v
8	 VOB	 3	 为	 v
9	 VOB	 8	 核心	 n
10	 RAD	 8	 的	 u
11	 WP	 3	 ，	 wp
12	 ADV	 17	 从	 p
13	 ATT	 14	 古	 nt
14	 ADV	 15	 希腊	 ns
15	 POB	 12	 起	 nd
16	 ADV	 17	 一直	 d
17	 COO	 3	 是	 v
18	 VOB	 17	 这样	 r
19	 WP	 3	 。	 wp

易学的阴阳观是“对待”，即对立双方相互依赖和补充，共同发展，不能分割。
0	 ATT	 2	 易学	 a
1	 RAD	 0	 的	 u
2	 SBV	 3	 阴阳观	 n
3	 HED	 -1	 是	 v
4	 WP	 5	 “	 wp
5	 VOB	 3	 对待	 v
6	 WP	 5	 ”	 wp
7	 WP	 3	 ，	 wp
8	 ADV	 9	 即	 d
9	 COO	 3	 对立	 v
10	 SBV	 12	 双方	 n
11	 ADV	 12	 相互	 d
12	 VOB	 9	 依赖	 v
13	 LAD	 14	 和	 c
14	 COO	 12	 补充	 v
15	 WP	 9	 ，	 wp
16	 ADV	 17	 共同	 d
17	 COO	 9	 发展	 v
18	 WP	 9	 ，	 wp
19	 ADV	 20	 不	 d
20	 ADV	 21	 能	 v
21	 COO	 9	 分割	 v
22	 WP	 3	 。	 wp

简单地说就是相反相成，相反相济。
0	 ADV	 2	 简单	 a
1	 RAD	 0	 地	 u
2	 ADV	 3	 说	 v
3	 HED	 -1	 就是	 d
4	 VOB	 3	 相反	 v
5	 ADV	 6	 相	 d
6	 CMP	 4	 成	 v
7	 WP	 3	 ，	 wp
8	 COO	 3	 相反	 v
9	 ADV	 10	 相	 d
10	 COO	 8	 济	 v
11	 WP	 3	 。	 wp

现在的新词叫“互补”。
0	 ATT	 2	 现在	 nt
1	 RAD	 0	 的	 u
2	 SBV	 3	 新词	 n
3	 HED	 -1	 叫	 v
4	 WP	 5	 “	 wp
5	 VOB	 3	 互补	 v
6	 WP	 5	 ”	 wp
7	 WP	 3	 。	 wp

这样的思维方式对中国文化影响深远。
0	 ATT	 3	 这样	 r
1	 RAD	 0	 的	 u
2	 ATT	 3	 思维	 n
3	 SBV	 7	 方式	 n
4	 ADV	 7	 对	 p
5	 ATT	 6	 中国	 ns
6	 POB	 4	 文化	 n
7	 HED	 -1	 影响	 v
8	 VOB	 7	 深远	 a
9	 WP	 7	 。	 wp

这一思维方式可以和西方的矛盾观互补。
0	 ATT	 1	 这	 r
1	 ATT	 3	 一	 m
2	 ATT	 3	 思维	 n
3	 FOB	 10	 方式	 n
4	 ADV	 10	 可以	 v
5	 ADV	 10	 和	 p
6	 ATT	 9	 西方	 nl
7	 RAD	 6	 的	 u
8	 ADV	 9	 矛盾	 a
9	 POB	 5	 观	 v
10	 HED	 -1	 互补	 v
11	 WP	 10	 。	 wp

    记者：我想，互补也可以说是和谐与共存，这个问题当今显得比过去重要了。
0	 HED	 -1	 记者	 n
1	 WP	 0	 ：	 wp
2	 SBV	 3	 我	 r
3	 COO	 0	 想	 v
4	 WP	 3	 ，	 wp
5	 SBV	 8	 互补	 v
6	 ADV	 7	 也	 d
7	 ADV	 8	 可以	 v
8	 VOB	 3	 说是	 v
9	 VOB	 8	 和谐	 a
10	 LAD	 11	 与	 c
11	 COO	 9	 共存	 v
12	 WP	 8	 ，	 wp
13	 ATT	 14	 这个	 r
14	 SBV	 16	 问题	 n
15	 ADV	 16	 当今	 nt
16	 COO	 8	 显得	 v
17	 ADV	 19	 比	 p
18	 POB	 17	 过去	 nt
19	 VOB	 16	 重要	 a
20	 RAD	 19	 了	 u
21	 WP	 0	 。	 wp

“和平与发展”是国际交往中的和谐共存问题；“一国两制”也是一个共存的问题；“可持续性发展战略”是经济建设过程中人与自然的和谐共存问题。
0	 WP	 3	 “	 wp
1	 SBV	 3	 和平	 n
2	 LAD	 3	 与	 c
3	 SBV	 5	 发展	 v
4	 WP	 3	 ”	 wp
5	 HED	 -1	 是	 v
6	 SBV	 7	 国际	 n
7	 ATT	 8	 交往	 v
8	 ATT	 12	 中	 nd
9	 RAD	 8	 的	 u
10	 ATT	 12	 和谐	 a
11	 COO	 10	 共存	 v
12	 VOB	 5	 问题	 n
13	 WP	 5	 ；	 wp

“和平与发展”是国际交往中的和谐共存问题；“一国两制”也是一个共存的问题；“可持续性发展战略”是经济建设过程中人与自然的和谐共存问题。
0	 WP	 1	 “	 wp
1	 SBV	 4	 一国两制	 j
2	 WP	 1	 ”	 wp
3	 ADV	 4	 也	 d
4	 HED	 -1	 是	 v
5	 ATT	 8	 一个	 m
6	 ATT	 8	 共存	 v
7	 RAD	 6	 的	 u
8	 VOB	 4	 问题	 n
9	 WP	 4	 ；	 wp

“和平与发展”是国际交往中的和谐共存问题；“一国两制”也是一个共存的问题；“可持续性发展战略”是经济建设过程中人与自然的和谐共存问题。
0	 WP	 2	 “	 wp
1	 SBV	 2	 可持续性	 n
2	 SBV	 5	 发展	 v
3	 VOB	 2	 战略	 n
4	 WP	 2	 ”	 wp
5	 HED	 -1	 是	 v
6	 FOB	 7	 经济	 n
7	 ATT	 16	 建设	 v
8	 ATT	 9	 过程	 n
9	 ATT	 10	 中	 nd
10	 VOB	 7	 人	 n
11	 LAD	 12	 与	 c
12	 COO	 10	 自然	 n
13	 RAD	 7	 的	 u
14	 ATT	 16	 和谐	 a
15	 COO	 14	 共存	 v
16	 VOB	 5	 问题	 n
17	 WP	 5	 。	 wp

这样说是否妥当？    朱伯：对抗与和谐都是客观法则，忽视哪一个都是不全面的。
0	 ADV	 1	 这样	 r
1	 HED	 -1	 说	 v
2	 ADV	 3	 是否	 v
3	 VOB	 1	 妥当	 a
4	 WP	 1	 ？	 wp

这样说是否妥当？    朱伯：对抗与和谐都是客观法则，忽视哪一个都是不全面的。
0	 SBV	 2	 朱伯	 nh
1	 WP	 0	 ：	 wp
