【 文献号 】2-1295【原文出处】《中国财政》【原刊地名】京【原刊期号】200002【分 类 号】F61【分 类 名】财政与税务【复印期号】200005【 标  题 】财政问题——当前经济工作焦点【 作  者 】张昭立【 正  文 】    当前。
0	 ADV	 11	 ﻿	 v
5	 WP	 0	 。	 wp

既是现实的经济问题。
0	 ADV	 1	 既	 c
1	 HED	 -1	 是	 v
2	 ATT	 5	 现实	 a
3	 RAD	 2	 的	 u
4	 ATT	 5	 经济	 n
5	 VOB	 1	 问题	 n
6	 WP	 1	 。	 wp

也是重大的政治问题。
0	 ADV	 1	 也	 d
1	 HED	 -1	 是	 v
2	 ATT	 5	 重大	 a
3	 RAD	 2	 的	 u
4	 ATT	 5	 政治	 n
5	 VOB	 1	 问题	 n
6	 WP	 1	 。	 wp

解决这些问题需要财政有足够的资金保障。
0	 SBV	 3	 解决	 v
1	 ATT	 2	 这些	 r
2	 VOB	 0	 问题	 n
3	 HED	 -1	 需要	 v
4	 SBV	 5	 财政	 n
5	 VOB	 3	 有	 v
6	 ATT	 8	 足够	 v
7	 RAD	 6	 的	 u
8	 DBL	 5	 资金	 n
9	 VOB	 5	 保障	 v
10	 WP	 3	 。	 wp

就山东而言。
0	 ADV	 2	 就	 p
1	 POB	 0	 山东	 ns
2	 HED	 -1	 而言	 u
3	 WP	 2	 。	 wp

在产业结构调整中。
0	 HED	 -1	 在	 p
1	 ATT	 2	 产业	 n
2	 FOB	 3	 结构	 n
3	 ATT	 4	 调整	 v
4	 POB	 0	 中	 nd
5	 WP	 0	 。	 wp

就业压力会越来越大。
0	 ATT	 1	 就业	 v
1	 SBV	 4	 压力	 n
2	 ADV	 4	 会	 v
3	 ADV	 4	 越来越	 d
4	 HED	 -1	 大	 a
5	 WP	 4	 。	 wp

据统计。
0	 HED	 -1	 据	 p
1	 POB	 0	 统计	 v
2	 WP	 0	 。	 wp

在国有重点煤矿60个矿井中有一部分要面临破产。
0	 ADV	 8	 在	 p
1	 ATT	 3	 国有	 v
2	 ATT	 3	 重点	 n
3	 ATT	 6	 煤矿	 n
4	 ATT	 5	 60	 m
5	 ATT	 6	 个	 q
6	 ATT	 7	 矿井	 n
7	 POB	 0	 中	 nd
8	 HED	 -1	 有	 v
9	 VOB	 8	 一部分	 m
10	 ADV	 11	 要	 v
11	 VOB	 8	 面临	 v
12	 VOB	 11	 破产	 v
13	 WP	 8	 。	 wp

关闭这些硫分高、煤质差、产品没有市场的矿井。
0	 ADV	 3	 关闭	 v
1	 ATT	 2	 这些	 r
2	 SBV	 3	 硫分	 n
3	 HED	 -1	 高	 a
4	 WP	 6	 、	 wp
5	 SBV	 6	 煤质	 n
6	 COO	 3	 差	 a
7	 WP	 9	 、	 wp
8	 SBV	 9	 产品	 n
9	 COO	 3	 没有	 v
10	 ATT	 12	 市场	 n
11	 RAD	 10	 的	 u
12	 VOB	 9	 矿井	 n
13	 WP	 3	 。	 wp

涉及到许多职工的切身利益。
0	 HED	 -1	 涉及	 v
1	 CMP	 0	 到	 v
2	 ATT	 3	 许多	 m
3	 ATT	 5	 职工	 n
4	 RAD	 3	 的	 u
5	 VOB	 0	 切身利益	 i
6	 WP	 0	 。	 wp

由于一些企业经济效益较差。
0	 ADV	 5	 由于	 c
1	 ATT	 2	 一些	 m
2	 ATT	 3	 企业	 n
3	 SBV	 5	 经济效益	 n
4	 ADV	 5	 较	 d
5	 HED	 -1	 差	 a
6	 WP	 5	 。	 wp

拖欠养老金问题也时有发生。
0	 ATT	 2	 拖欠	 v
1	 VOB	 0	 养老金	 n
2	 SBV	 4	 问题	 n
3	 ADV	 4	 也	 d
4	 HED	 -1	 时有发生	 i
5	 WP	 4	 。	 wp

这些问题处理不好。
0	 ATT	 1	 这些	 r
1	 SBV	 2	 问题	 n
2	 HED	 -1	 处理	 v
3	 CMP	 2	 不好	 a
4	 WP	 2	 。	 wp

社会就难以保持稳定。
0	 SBV	 3	 社会	 n
1	 ADV	 3	 就	 d
2	 ADV	 3	 难以	 d
3	 HED	 -1	 保持	 v
4	 VOB	 3	 稳定	 a
5	 WP	 3	 。	 wp

结构调整就难以推进。
0	 FOB	 1	 结构	 n
1	 HED	 -1	 调整	 v
2	 ADV	 4	 就	 d
3	 ADV	 4	 难以	 d
4	 COO	 1	 推进	 v
5	 WP	 1	 。	 wp

必然制约国民经济的健康发展。
0	 ADV	 1	 必然	 d
1	 HED	 -1	 制约	 v
2	 ATT	 5	 国民经济	 n
3	 RAD	 2	 的	 u
4	 ADV	 5	 健康	 a
5	 VOB	 1	 发展	 v
6	 WP	 1	 。	 wp

从目前看。
0	 ADV	 2	 从	 p
1	 POB	 0	 目前	 nt
2	 HED	 -1	 看	 v
3	 WP	 2	 。	 wp

地方金融风险隐患仍然存在。
0	 ATT	 1	 地方	 n
1	 ATT	 2	 金融	 n
2	 ATT	 3	 风险	 n
3	 SBV	 5	 隐患	 n
4	 ADV	 5	 仍然	 d
5	 HED	 -1	 存在	 v
6	 WP	 5	 。	 wp

这给当地党委、政府带来很大压力。
0	 SBV	 6	 这	 r
1	 ADV	 6	 给	 p
2	 ATT	 3	 当地	 nl
3	 POB	 1	 党委	 n
4	 WP	 5	 、	 wp
5	 COO	 3	 政府	 n
6	 HED	 -1	 带来	 v
7	 ADV	 8	 很	 d
8	 ATT	 9	 大	 a
9	 VOB	 6	 压力	 n
10	 WP	 6	 。	 wp

问题一旦发生。
0	 SBV	 2	 问题	 n
1	 ADV	 2	 一旦	 d
2	 HED	 -1	 发生	 v
3	 WP	 2	 。	 wp

就必然会涉及到财政。
0	 ADV	 2	 就	 d
1	 ADV	 2	 必然	 d
2	 ADV	 3	 会	 v
3	 HED	 -1	 涉及	 v
4	 CMP	 3	 到	 v
5	 VOB	 3	 财政	 n
6	 WP	 3	 。	 wp

从长远看。
0	 ADV	 2	 从	 p
1	 POB	 0	 长远	 a
2	 HED	 -1	 看	 v
3	 WP	 2	 。	 wp

这是财政的一块很大风险和包袱。
0	 SBV	 1	 这	 r
1	 HED	 -1	 是	 v
2	 ATT	 8	 财政	 n
3	 RAD	 2	 的	 u
4	 ATT	 5	 一	 m
5	 ATT	 8	 块	 q
6	 ADV	 7	 很	 d
7	 ATT	 8	 大	 a
8	 VOB	 1	 风险	 n
9	 LAD	 10	 和	 c
10	 COO	 8	 包袱	 n
11	 WP	 1	 。	 wp

再加上经济生活中还存在一些不确定因素。
0	 ADV	 1	 再	 d
1	 HED	 -1	 加上	 v
2	 ATT	 3	 经济	 n
3	 ATT	 4	 生活	 v
4	 ADV	 6	 中	 nd
5	 ADV	 6	 还	 d
6	 VOB	 1	 存在	 v
7	 ATT	 10	 一些	 m
8	 ADV	 9	 不	 d
9	 ATT	 10	 确定	 a
10	 VOB	 6	 因素	 n
11	 WP	 1	 。	 wp

都需要相应的财力作保证。
0	 ADV	 1	 都	 d
1	 ADV	 2	 需要	 v
2	 ATT	 4	 相应	 v
3	 RAD	 2	 的	 u
4	 ATT	 5	 财力	 n
5	 HED	 -1	 作	 v
6	 VOB	 5	 保证	 v
7	 WP	 5	 。	 wp

否则。
0	 HED	 -1	 否则	 c
1	 WP	 0	 。	 wp

就会影响到改革、发展和稳定。
0	 ADV	 1	 就	 d
1	 ADV	 2	 会	 v
2	 HED	 -1	 影响	 v
3	 CMP	 2	 到	 v
4	 POB	 3	 改革	 v
5	 WP	 6	 、	 wp
6	 COO	 4	 发展	 v
7	 LAD	 8	 和	 c
8	 COO	 4	 稳定	 a
9	 WP	 2	 。	 wp

可见。
0	 HED	 -1	 可见	 v
1	 WP	 0	 。	 wp

财政问题不仅涉及到经济工作而且涉及到社会发展全局；不仅是当前经济工作的焦点。
0	 ATT	 1	 财政	 n
1	 SBV	 3	 问题	 n
2	 ADV	 3	 不仅	 c
3	 HED	 -1	 涉及	 v
4	 CMP	 3	 到	 v
5	 ATT	 6	 经济	 n
6	 VOB	 3	 工作	 v
7	 ADV	 8	 而且	 c
8	 COO	 3	 涉及	 v
9	 CMP	 8	 到	 v
10	 SBV	 11	 社会	 n
11	 VOB	 8	 发展	 v
12	 VOB	 11	 全局	 n
13	 WP	 3	 ；	 wp

财政问题不仅涉及到经济工作而且涉及到社会发展全局；不仅是当前经济工作的焦点。
0	 ADV	 1	 不仅	 c
1	 HED	 -1	 是	 v
2	 ATT	 6	 当前	 nt
3	 ATT	 4	 经济	 n
4	 ATT	 6	 工作	 v
5	 RAD	 4	 的	 u
6	 VOB	 1	 焦点	 n
7	 WP	 1	 。	 wp

发展下去势必成为全社会普遍关注的焦点。
0	 SBV	 3	 发展	 v
1	 CMP	 0	 下去	 v
2	 ADV	 3	 势必	 d
3	 HED	 -1	 成为	 v
4	 ATT	 5	 全	 a
5	 SBV	 7	 社会	 n
6	 ADV	 7	 普遍	 a
7	 ATT	 9	 关注	 v
8	 RAD	 7	 的	 u
9	 VOB	 3	 焦点	 n
10	 WP	 3	 。	 wp

    三、财政自身基础脆弱。
0	 ADV	 5	 三	 m
1	 WP	 5	 、	 wp
2	 ATT	 3	 财政	 n
3	 ATT	 4	 自身	 r
4	 SBV	 5	 基础	 n
5	 HED	 -1	 脆弱	 a
6	 WP	 5	 。	 wp

解决财政问题尤为迫切重要    由于目前财政在经济和社会发展中所处的地位。
0	 SBV	 4	 解决	 v
1	 ATT	 2	 财政	 n
2	 VOB	 0	 问题	 n
3	 ADV	 4	 尤为	 d
4	 HED	 -1	 迫切	 a
5	 COO	 4	 重要	 a
6	 ADV	 16	 由于	 c
7	 ADV	 16	 目前	 nt
8	 ATT	 16	 财政	 n
9	 ADV	 16	 在	 p
10	 FOB	 13	 经济	 n
11	 LAD	 12	 和	 c
12	 COO	 10	 社会	 n
13	 ATT	 14	 发展	 v
14	 POB	 9	 中	 nd
15	 LAD	 16	 所	 u
16	 ATT	 18	 处	 v
17	 RAD	 16	 的	 u
18	 CMP	 4	 地位	 n
19	 WP	 4	 。	 wp

使各方面对财政工作的要求越来越高。
0	 HED	 -1	 使	 v
1	 ATT	 2	 各	 r
2	 ATT	 7	 方面	 n
3	 ATT	 7	 对	 p
4	 ATT	 5	 财政	 n
5	 POB	 3	 工作	 v
6	 RAD	 3	 的	 u
7	 DBL	 0	 要求	 n
8	 ADV	 9	 越来越	 d
9	 VOB	 0	 高	 a
10	 WP	 0	 。	 wp

但是当前财政自身基础还比较脆弱。
0	 ADV	 7	 但是	 c
1	 ADV	 7	 当前	 nt
2	 ATT	 3	 财政	 n
3	 ATT	 4	 自身	 r
4	 SBV	 7	 基础	 n
5	 ADV	 7	 还	 d
6	 ADV	 7	 比较	 d
7	 HED	 -1	 脆弱	 a
8	 WP	 7	 。	 wp

面临的困难和压力越来越大。
0	 ATT	 2	 面临	 v
1	 RAD	 0	 的	 u
2	 HED	 -1	 困难	 a
3	 LAD	 6	 和	 c
4	 SBV	 6	 压力	 n
5	 ADV	 6	 越来越	 d
6	 COO	 2	 大	 a
7	 WP	 2	 。	 wp

一时难以满足方方面面的需要。
0	 ADV	 2	 一时	 nt
1	 ADV	 2	 难以	 d
2	 HED	 -1	 满足	 v
3	 ATT	 5	 方方面面	 n
4	 RAD	 3	 的	 u
5	 VOB	 2	 需要	 n
6	 WP	 2	 。	 wp

自1993年财税改革以来。
0	 HED	 -1	 自	 p
1	 ATT	 2	 1993年	 nt
2	 FOB	 3	 财税	 j
3	 ADV	 4	 改革	 v
4	 POB	 0	 以来	 nd
5	 WP	 0	 。	 wp

山东各级财政的财力状况虽已有很大改善。
0	 ATT	 5	 山东	 ns
1	 ATT	 5	 各级	 r
2	 ATT	 5	 财政	 n
3	 RAD	 2	 的	 u
4	 ATT	 5	 财力	 n
5	 SBV	 8	 状况	 n
6	 ADV	 8	 虽	 c
7	 ADV	 8	 已	 d
8	 HED	 -1	 有	 v
9	 ADV	 10	 很	 d
10	 ADV	 11	 大	 a
11	 VOB	 8	 改善	 v
12	 WP	 8	 。	 wp

财政供给能力也有了明显增强。
0	 SBV	 1	 财政	 n
1	 ATT	 2	 供给	 v
2	 SBV	 4	 能力	 n
3	 ADV	 4	 也	 d
4	 HED	 -1	 有	 v
5	 RAD	 4	 了	 u
6	 ADV	 7	 明显	 a
7	 VOB	 4	 增强	 v
8	 WP	 4	 。	 wp

但现在的问题是。
0	 ADV	 4	 但	 c
1	 ATT	 3	 现在	 nt
2	 RAD	 1	 的	 u
3	 SBV	 4	 问题	 n
4	 HED	 -1	 是	 v
5	 WP	 4	 。	 wp

收入增长趋缓与支出需求膨胀的矛盾非常突出。
0	 SBV	 2	 收入	 n
1	 SBV	 2	 增长	 v
2	 HED	 -1	 趋	 v
3	 VOB	 2	 缓	 a
4	 LAD	 5	 与	 c
5	 COO	 3	 支出	 v
6	 SBV	 7	 需求	 n
7	 VOB	 5	 膨胀	 v
8	 RAD	 3	 的	 u
9	 SBV	 11	 矛盾	 a
10	 ADV	 11	 非常	 d
11	 COO	 2	 突出	 a
12	 WP	 2	 。	 wp

收入正常速度与非正常的需求之间的矛盾相当突出。
0	 ATT	 2	 收入	 n
1	 ATT	 2	 正常	 a
2	 SBV	 11	 速度	 n
3	 ADV	 11	 与	 p
4	 ATT	 6	 非正常	 b
5	 RAD	 4	 的	 u
6	 ATT	 7	 需求	 n
7	 ATT	 9	 之间	 nd
8	 RAD	 7	 的	 u
9	 POB	 3	 矛盾	 a
10	 ADV	 11	 相当	 d
11	 HED	 -1	 突出	 a
12	 WP	 11	 。	 wp

一方面。
0	 HED	 -1	 一方面	 c
1	 WP	 0	 。	 wp

收入呈逐年递减的趋势；另一方面。
0	 SBV	 1	 收入	 n
1	 HED	 -1	 呈	 v
2	 ADV	 3	 逐年	 d
3	 ATT	 5	 递减	 v
4	 RAD	 3	 的	 u
5	 VOB	 1	 趋势	 n
6	 WP	 1	 ；	 wp

收入呈逐年递减的趋势；另一方面。
0	 HED	 -1	 另一方面	 c
1	 WP	 0	 。	 wp

硬性支出越来越多。
0	 ADV	 1	 硬性	 d
1	 HED	 -1	 支出	 v
2	 ADV	 3	 越来越	 d
3	 CMP	 1	 多	 a
4	 WP	 1	 。	 wp

财政资金运作的灵活性很小。
0	 ATT	 1	 财政	 n
1	 SBV	 2	 资金	 n
2	 ATT	 4	 运作	 v
3	 RAD	 2	 的	 u
4	 SBV	 6	 灵活性	 n
5	 ADV	 6	 很	 d
6	 HED	 -1	 小	 a
7	 WP	 6	 。	 wp

今年山东省仅工资性支出。
0	 ADV	 4	 今年	 nt
1	 SBV	 4	 山东省	 ns
2	 ADV	 4	 仅	 d
3	 SBV	 4	 工资性	 n
4	 HED	 -1	 支出	 v
5	 WP	 4	 。	 wp

以及农业、科技、教育、社会保障等重点支出就达40多亿元。
0	 LAD	 11	 以及	 c
1	 ATT	 11	 农业	 n
2	 WP	 3	 、	 wp
3	 COO	 1	 科技	 n
4	 WP	 5	 、	 wp
5	 COO	 1	 教育	 v
6	 WP	 8	 、	 wp
7	 SBV	 8	 社会	 n
8	 COO	 5	 保障	 v
9	 RAD	 1	 等	 u
10	 ATT	 11	 重点	 n
11	 SBV	 13	 支出	 n
12	 ADV	 13	 就	 d
13	 HED	 -1	 达	 v
14	 ATT	 16	 40	 m
15	 RAD	 14	 多	 m
16	 ATT	 17	 亿	 m
17	 VOB	 13	 元	 q
18	 WP	 13	 。	 wp

即便新增财力全部用在这些方面。
0	 ADV	 1	 即便	 c
1	 HED	 -1	 新增	 v
2	 SBV	 4	 财力	 n
3	 ADV	 4	 全部	 m
4	 VOB	 1	 用	 v
5	 CMP	 4	 在	 p
6	 ATT	 7	 这些	 r
7	 POB	 5	 方面	 n
8	 WP	 1	 。	 wp

也不足以完全满足需要。
0	 ADV	 1	 也	 d
1	 ADV	 3	 不足以	 v
2	 ADV	 3	 完全	 a
3	 HED	 -1	 满足	 v
4	 VOB	 3	 需要	 n
5	 WP	 3	 。	 wp

据了解。
0	 HED	 -1	 据	 p
1	 POB	 0	 了解	 v
2	 WP	 0	 。	 wp

类似情况在全国较为普遍。
0	 ATT	 1	 类似	 a
1	 SBV	 5	 情况	 n
2	 ADV	 5	 在	 p
3	 POB	 2	 全国	 n
4	 ADV	 5	 较为	 d
5	 HED	 -1	 普遍	 a
6	 WP	 5	 。	 wp

这一切都反映了财政资金的紧张。
0	 ATT	 1	 这	 r
1	 ADV	 3	 一切	 r
2	 ADV	 3	 都	 d
3	 HED	 -1	 反映	 v
4	 RAD	 3	 了	 u
5	 ATT	 6	 财政	 n
6	 ATT	 8	 资金	 n
7	 RAD	 6	 的	 u
8	 VOB	 3	 紧张	 a
9	 WP	 3	 。	 wp

可以说。
0	 ADV	 1	 可以	 v
1	 HED	 -1	 说	 v
2	 WP	 1	 。	 wp

财政问题是当前和今后一个时期经济工作的焦点和难点问题。
0	 ATT	 1	 财政	 n
1	 SBV	 2	 问题	 n
2	 HED	 -1	 是	 v
3	 ATT	 6	 当前	 nt
4	 LAD	 5	 和	 c
5	 COO	 3	 今后	 nt
6	 ATT	 7	 一个	 m
7	 ATT	 8	 时期	 n
8	 ATT	 9	 经济	 n
9	 ATT	 11	 工作	 v
10	 RAD	 9	 的	 u
11	 ATT	 14	 焦点	 n
12	 LAD	 13	 和	 c
13	 COO	 11	 难点	 n
14	 VOB	 2	 问题	 n
15	 WP	 2	 。	 wp

    四、财政工作要始终讲政治。
0	 ADV	 6	 四	 m
1	 WP	 6	 、	 wp
2	 ATT	 3	 财政	 n
3	 SBV	 6	 工作	 v
4	 ADV	 6	 要	 v
5	 ADV	 6	 始终	 d
6	 HED	 -1	 讲	 v
7	 VOB	 6	 政治	 n
8	 WP	 6	 。	 wp

要以改革的精神做好当前工作    财政工作必须始终讲政治。
0	 ADV	 5	 要	 v
1	 ADV	 5	 以	 p
2	 ATT	 4	 改革	 v
3	 RAD	 2	 的	 u
4	 POB	 1	 精神	 n
5	 HED	 -1	 做好	 v
6	 ADV	 7	 当前	 nt
7	 VOB	 5	 工作	 v
8	 ATT	 9	 财政	 n
9	 SBV	 12	 工作	 v
10	 ADV	 12	 必须	 d
11	 ADV	 12	 始终	 d
12	 COO	 5	 讲	 v
13	 VOB	 12	 政治	 n
14	 WP	 5	 。	 wp

当前。
0	 HED	 -1	 当前	 nt
1	 WP	 0	 。	 wp

最重要的是要把收入抓上去。
0	 ADV	 1	 最	 d
1	 SBV	 3	 重要	 a
2	 RAD	 1	 的	 u
3	 HED	 -1	 是	 v
4	 ADV	 7	 要	 v
5	 ADV	 7	 把	 p
6	 POB	 5	 收入	 n
7	 VOB	 3	 抓	 v
8	 CMP	 7	 上去	 v
9	 WP	 3	 。	 wp

财政部门负有协调、抓好组织收入的重要职责。
0	 ATT	 1	 财政	 n
1	 SBV	 2	 部门	 n
2	 HED	 -1	 负有	 v
3	 COO	 2	 协调	 v
4	 WP	 5	 、	 wp
5	 COO	 2	 抓好	 v
6	 ATT	 10	 组织	 v
7	 VOB	 6	 收入	 n
8	 RAD	 6	 的	 u
9	 ATT	 10	 重要	 a
10	 VOB	 5	 职责	 n
11	 WP	 2	 。	 wp

当务之急是要把收入任务协调落实好。
0	 SBV	 1	 当务之急	 i
1	 HED	 -1	 是	 v
2	 ADV	 7	 要	 v
3	 ADV	 7	 把	 p
4	 ATT	 5	 收入	 n
5	 SBV	 6	 任务	 n
6	 POB	 3	 协调	 a
7	 VOB	 1	 落实	 v
8	 CMP	 7	 好	 a
9	 WP	 1	 。	 wp

这是解决财政问题的基本条件。
0	 SBV	 1	 这	 r
1	 HED	 -1	 是	 v
2	 ATT	 7	 解决	 v
3	 ATT	 4	 财政	 n
4	 VOB	 2	 问题	 n
5	 RAD	 2	 的	 u
6	 ATT	 7	 基本	 a
7	 VOB	 1	 条件	 n
8	 WP	 1	 。	 wp

是确保工资、下岗职工基本生活费等重点支出需要的关键。
0	 HED	 -1	 是	 v
1	 ATT	 10	 确保	 v
2	 VOB	 1	 工资	 n
3	 WP	 4	 、	 wp
4	 COO	 1	 下岗	 v
5	 ATT	 7	 职工	 n
6	 ATT	 7	 基本	 a
7	 VOB	 4	 生活费	 n
8	 RAD	 1	 等	 u
9	 ATT	 10	 重点	 n
10	 SBV	 11	 支出	 n
11	 ATT	 13	 需要	 v
12	 RAD	 11	 的	 u
13	 VOB	 0	 关键	 n
14	 WP	 0	 。	 wp

在抓好收入的同时。
0	 HED	 -1	 在	 p
1	 ATT	 4	 抓好	 v
2	 VOB	 1	 收入	 n
3	 RAD	 1	 的	 u
4	 POB	 0	 同时	 n
5	 WP	 0	 。	 wp

还必须科学地调度资金。
0	 ADV	 4	 还	 d
1	 ADV	 4	 必须	 d
2	 ADV	 4	 科学	 a
3	 RAD	 2	 地	 u
4	 HED	 -1	 调度	 v
5	 VOB	 4	 资金	 n
6	 WP	 4	 。	 wp

合理地安排好财政支出。
0	 ADV	 2	 合理	 a
1	 RAD	 0	 地	 u
2	 HED	 -1	 安排	 v
3	 CMP	 2	 好	 a
4	 ADV	 5	 财政	 n
5	 VOB	 2	 支出	 v
6	 WP	 2	 。	 wp

当前。
0	 HED	 -1	 当前	 nt
1	 WP	 0	 。	 wp

财政支出的压力很大。
0	 SBV	 1	 财政	 n
1	 ATT	 3	 支出	 v
2	 RAD	 1	 的	 u
3	 SBV	 5	 压力	 n
4	 ADV	 5	 很	 d
5	 HED	 -1	 大	 a
6	 WP	 5	 。	 wp

拖欠工资问题要解决。
0	 ATT	 2	 拖欠	 v
1	 VOB	 0	 工资	 n
2	 FOB	 4	 问题	 n
3	 ADV	 4	 要	 v
4	 HED	 -1	 解决	 v
5	 WP	 4	 。	 wp

下岗职工基本生活费财政要“兜底”。
0	 ATT	 1	 下岗	 v
1	 ATT	 3	 职工	 n
2	 ATT	 3	 基本	 a
3	 ATT	 4	 生活费	 n
4	 SBV	 7	 财政	 n
5	 ADV	 7	 要	 v
6	 WP	 7	 “	 wp
7	 HED	 -1	 兜底	 v
8	 WP	 7	 ”	 wp
9	 WP	 7	 。	 wp

粮食风险基金要足额到位。
0	 ATT	 1	 粮食	 n
1	 ATT	 2	 风险	 n
2	 SBV	 5	 基金	 n
3	 ADV	 5	 要	 v
4	 SBV	 5	 足额	 v
5	 HED	 -1	 到位	 v
6	 WP	 5	 。	 wp

农业、科技、教育经费要到法定的增长比例。
0	 HED	 -1	 农业	 n
1	 WP	 2	 、	 wp
2	 COO	 0	 科技	 n
3	 WP	 4	 、	 wp
4	 COO	 0	 教育	 v
5	 DBL	 4	 经费	 n
6	 ADV	 7	 要	 v
7	 CMP	 4	 到	 v
8	 ATT	 11	 法定	 b
9	 RAD	 8	 的	 u
10	 ATT	 11	 增长	 v
11	 POB	 7	 比例	 n
12	 WP	 4	 。	 wp

等等。
0	 HED	 -1	 等等	 u
1	 WP	 0	 。	 wp

这些问题大都涉及改革、发展和社会稳定。
0	 ATT	 1	 这些	 r
1	 SBV	 3	 问题	 n
2	 ADV	 3	 大都	 d
3	 HED	 -1	 涉及	 v
4	 VOB	 3	 改革	 v
5	 WP	 6	 、	 wp
6	 COO	 4	 发展	 v
7	 LAD	 9	 和	 c
8	 SBV	 9	 社会	 n
9	 COO	 4	 稳定	 a
10	 WP	 3	 。	 wp

财政部门责无旁贷。
0	 ATT	 1	 财政	 n
1	 SBV	 2	 部门	 n
2	 HED	 -1	 责无旁贷	 i
3	 WP	 2	 。	 wp

义不容辞。
0	 HED	 -1	 义不容辞	 i
1	 WP	 0	 。	 wp

每位财政工作者都必须具有高度的政治敏锐性和政治责任感。
0	 ATT	 2	 每位	 r
1	 ATT	 2	 财政	 n
2	 SBV	 5	 工作者	 n
3	 ADV	 5	 都	 d
4	 ADV	 5	 必须	 d
5	 HED	 -1	 具有	 v
6	 ATT	 9	 高度	 d
7	 RAD	 6	 的	 u
8	 ATT	 9	 政治	 n
9	 VOB	 5	 敏锐性	 n
10	 LAD	 12	 和	 c
11	 ATT	 12	 政治	 n
12	 COO	 9	 责任感	 n
13	 WP	 5	 。	 wp

千方百计筹措资金。
0	 ADV	 1	 千方百计	 i
1	 HED	 -1	 筹措	 v
2	 VOB	 1	 资金	 n
3	 WP	 1	 。	 wp

全心全意为国家分担忧愁。
0	 ADV	 3	 全心全意	 i
1	 ADV	 3	 为	 p
2	 POB	 1	 国家	 n
3	 HED	 -1	 分担	 v
4	 CMP	 3	 忧愁	 a
5	 WP	 3	 。	 wp

为人民办好事。
0	 ADV	 2	 为	 p
1	 POB	 0	 人民	 n
2	 HED	 -1	 办	 v
3	 VOB	 2	 好事	 n
4	 WP	 2	 。	 wp

    要缓解当前的财政困难和压力。
0	 ADV	 1	 要	 v
1	 HED	 -1	 缓解	 v
2	 ATT	 4	 当前	 nt
3	 RAD	 2	 的	 u
4	 SBV	 5	 财政	 n
5	 VOB	 1	 困难	 a
6	 LAD	 7	 和	 c
7	 COO	 5	 压力	 n
8	 WP	 1	 。	 wp

解决好财政面临的突出矛盾和问题。
0	 HED	 -1	 解决	 v
1	 CMP	 0	 好	 a
2	 SBV	 3	 财政	 n
3	 ATT	 8	 面临	 v
4	 RAD	 3	 的	 u
5	 ATT	 8	 突出	 a
6	 COO	 5	 矛盾	 a
7	 COO	 5	 和	 c
8	 VOB	 0	 问题	 n
9	 WP	 0	 。	 wp

必须讲究科学的理财方法。
0	 ADV	 1	 必须	 d
1	 ADV	 4	 讲究	 v
2	 ADV	 4	 科学	 a
3	 RAD	 2	 的	 u
4	 HED	 -1	 理财	 v
5	 VOB	 4	 方法	 n
6	 WP	 4	 。	 wp

以改革的精神做好财政工作。
0	 ADV	 4	 以	 p
1	 ATT	 3	 改革	 v
2	 RAD	 1	 的	 u
3	 POB	 0	 精神	 n
4	 HED	 -1	 做好	 v
5	 ATT	 6	 财政	 n
6	 VOB	 4	 工作	 v
7	 WP	 4	 。	 wp

应当看到。
0	 ADV	 1	 应当	 v
1	 HED	 -1	 看到	 v
2	 WP	 1	 。	 wp

我们当前的理财观念和理财方法。
0	 SBV	 3	 我们	 r
1	 ADV	 3	 当前	 nt
2	 RAD	 1	 的	 u
3	 HED	 -1	 理财	 v
4	 VOB	 3	 观念	 n
5	 LAD	 6	 和	 c
6	 COO	 3	 理财	 v
7	 VOB	 6	 方法	 n
8	 WP	 3	 。	 wp

都与现实要求不尽适应。
0	 ADV	 3	 都	 d
1	 ADV	 3	 与	 p
2	 POB	 1	 现实	 n
3	 HED	 -1	 要求	 v
4	 ADV	 5	 不尽	 d
5	 VOB	 3	 适应	 v
6	 WP	 3	 。	 wp

如果不转变理财观念。
0	 ADV	 2	 如果	 c
1	 ADV	 2	 不	 d
2	 HED	 -1	 转变	 v
3	 ATT	 4	 理财	 v
4	 VOB	 2	 观念	 n
5	 WP	 2	 。	 wp

不改进理财方法。
0	 ADV	 1	 不	 d
1	 HED	 -1	 改进	 v
2	 ATT	 3	 理财	 v
3	 VOB	 1	 方法	 n
4	 WP	 1	 。	 wp

财政状况就不可能得到根本改善。
0	 ATT	 1	 财政	 n
1	 SBV	 5	 状况	 n
2	 ADV	 4	 就	 d
3	 ADV	 4	 不	 d
4	 ADV	 5	 可能	 v
5	 HED	 -1	 得到	 v
6	 ADV	 7	 根本	 a
7	 VOB	 5	 改善	 v
8	 WP	 5	 。	 wp

在财政促进经济发展方面。
0	 HED	 -1	 在	 p
1	 SBV	 2	 财政	 n
2	 ATT	 5	 促进	 v
3	 SBV	 4	 经济	 n
4	 VOB	 2	 发展	 v
5	 POB	 0	 方面	 n
6	 WP	 0	 。	 wp

如果不改变长期沿用的靠减免税或分散直接投资企业的方式。
0	 ADV	 2	 如果	 c
1	 ADV	 2	 不	 d
2	 HED	 -1	 改变	 v
3	 ADV	 4	 长期	 d
